key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1347	88	0	(S,A,B,F) r n.,er n.	0	become, be great | grow old, be of age | be greater, older than (c [e-])	become, be great | grow old, be of age | be greater, older than (c [e-])		251b	4	2010-02-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/1347.html	(S, A, B, F) ⲣ ⲛ., ⲉⲣ ⲛ.	"<span class=""word S A B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A B F"">ⲣ ⲛ.</span>, <span class=""spelling S A B F"">ⲉⲣ ⲛ.</span> <span class=""nag-hammadi""></span></span>"	ⲣ ⲛ., ⲉⲣ ⲛ.	"<span class=""word S A B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A B F"">ⲣ ⲛ.</span>, <span class=""spelling S A B F"">ⲉⲣ ⲛ.</span></span>"	-		"become, be great
grow old, be of age
be greater, older than <i>c ⲉ-</i>"	"become, be great
grow old, be of age
be greater, older than <i>c ⲉ-</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=251b	ⲣ ⲛ., ⲉⲣ ⲛ.			ⲣ ⲛ., ⲉⲣ ⲛ.		ⲣ ⲛ., ⲉⲣ ⲛ.	ⲣ ⲛ., ⲉⲣ ⲛ.				0
1348	88	1347	(S) mai..r n.	0	loving greatness, ambitious	loving greatness, ambitious		251b	5	2010-02-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/1348.html	(S) ⲙⲁⲓⲣ ⲛ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲙⲁⲓⲣ ⲛ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲁⲓⲣ ⲛ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲙⲁⲓⲣ ⲛ.</span></span>"	-		loving greatness, ambitious	loving greatness, ambitious	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=251b	ⲙⲁⲓⲣ ⲛ.										1
1349	88	0	(S) Swpe noun. (B) Swpi nn. *^similar^*	0	become, be great	become, be great		251b	6	2010-02-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/1349.html	"(S) ϣⲱⲡⲉ ⲛⲟⲩⲛ.
(B) ϣⲱⲡⲓ ⲛⲛ. {similar}"	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϣⲱⲡⲉ ⲛⲟⲩⲛ.</span> <span class=""nag-hammadi""></span></span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϣⲱⲡⲓ ⲛⲛ. {similar}</span> <span class=""nag-hammadi""></span></span>"	ϣⲱⲡⲉ ⲛⲟⲩⲛ., ϣⲱⲡⲓ ⲛⲛ. {similar}	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϣⲱⲡⲉ ⲛⲟⲩⲛ.</span></span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϣⲱⲡⲓ ⲛⲛ. {similar}</span></span>"	-		become, be great	become, be great	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=251b	ϣⲱⲡⲉ ⲛⲟⲩⲛ.					ϣⲱⲡⲓ ⲛⲛ. {similar}					0
1350	88	0	(S) nouGte	0				251b	7	2010-02-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/1350.html	(S) ⲛⲟⲩϭⲧⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲛⲟⲩϭⲧⲉ</span> <span class=""nag-hammadi""></span></span>"	ⲛⲟⲩϭⲧⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲛⲟⲩϭⲧⲉ</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=251b	ⲛⲟⲩϭⲧⲉ										0
6361	89	0		99	intr :	intr :		365a	1	2010-07-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/6361.html					HEADER		intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a											0
6362	89	6361	^^^ Hn-	0	choose from	choose from		365a	2	2010-07-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/6362.html	<i><b>c</b></i> ϩⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span> (c)</span>"	-		choose from	choose from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	1
6363	89	0		99	tr :	tr :		365a	3	2010-07-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/6363.html					HEADER		tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a											0
6364	89	6363	^^^ Hn-	0	choose from	choose from		365a	4	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6364.html	<i><b>c</b></i> ϩⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span> (c)</span>"	-		choose from	choose from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	1
6365	89	6363	^^^ ebol Hn-	0				365a	5	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6365.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉⲃⲟⲗ ϩⲛ-	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ϩⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ- (c)	1
6366	89	6363	^^^ ebol oute-	0	(meaning same)	(meaning same)		365a	6	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6366.html	<i><b>c</b></i> ⲉⲃⲟⲗ ⲟⲩⲧⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲃⲟⲗ ⲟⲩⲧⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉⲃⲟⲗ ⲟⲩⲧⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ⲟⲩⲧⲉ-</span> (c)</span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	ⲉⲃⲟⲗ ⲟⲩⲧⲉ- (c)	1
4765	89	0	(B) ^^ ebol	0	(meaning as [s.]) |$ {qual:}	(meaning as [s.]) |$ {qual:}		365a	7	2010-04-10	2010-07-19	vagrant	vagrant	https://pishoyg.github.io/crum/4765.html	(B) ― ⲉⲃⲟⲗ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">― ⲉⲃⲟⲗ</span> <span class=""nag-hammadi""></span></span>"	― ⲉⲃⲟⲗ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">― ⲉⲃⲟⲗ</span></span>"	-		"<i>meaning as ⲥ.</i>
― <b>qual:</b>"	"<i>meaning as ⲥ.</i>
― <b>qual:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a						― ⲉⲃⲟⲗ					0
6367	89	0		99	qual :	qual :		365a	8	2010-07-19	2010-07-19	vagrant	vagrant	https://pishoyg.github.io/crum/6367.html					HEADER		qual :	qual :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a											0
6368	89	6367	^^^ e-	0	better than	better than		365b	9	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6368.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> (c)</span>"	-		better than	better than	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6369	89	6367	(S,A,F) ^^^ nHouo e-,^^^ eHoue-	0	(meaning same)	(meaning same)		365b	10	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6369.html	(S, A, F) <i><b>c</b></i> ⲛϩⲟⲩⲟ ⲉ-, <i><b>c</b></i> ⲉϩⲟⲩⲉ-	"<span class=""word S A F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A F""><i><b>c</b></i> ⲛϩⲟⲩⲟ ⲉ-</span>, <span class=""spelling S A F""><i><b>c</b></i> ⲉϩⲟⲩⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲛϩⲟⲩⲟ ⲉ-, ⲉϩⲟⲩⲉ-	"<span class=""word S A F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A F"">ⲛϩⲟⲩⲟ ⲉ-</span>, <span class=""spelling S A F"">ⲉϩⲟⲩⲉ-</span> (c)</span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365b	ⲛϩⲟⲩⲟ ⲉ-, ⲉϩⲟⲩⲉ- (c)			ⲛϩⲟⲩⲟ ⲉ-, ⲉϩⲟⲩⲉ- (c)			ⲛϩⲟⲩⲟ ⲉ-, ⲉϩⲟⲩⲉ- (c)				1
6370	89	6367	(B) ^^^ eHote-	0	(meaning same)	(meaning same)		365b	11	2010-07-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/6370.html	(B) <i><b>c</b></i> ⲉϩⲟⲧⲉ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i><b>c</b></i> ⲉϩⲟⲧⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϩⲟⲧⲉ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲉϩⲟⲧⲉ-</span> (c)</span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365b						ⲉϩⲟⲧⲉ- (c)					1
1999	89	0	(S,A,sA,B,F) ^^ (B) ****sotpi	1	chosen, elect (person or thing)	chosen, elect (person or thing)		365b	12	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/1999.html	"(S, A, sA, B, F) ―
(B) <i>female: </i>ⲥⲟⲧⲡⲓ"	"<span class=""word S A sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA B F"">―</span> <span class=""nag-hammadi""></span></span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i>female: </i>ⲥⲟⲧⲡⲓ</span> <span class=""nag-hammadi""></span></span>"	―, ⲥⲟⲧⲡⲓ	"<span class=""word S A sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA B F"">―</span> (ⲡ)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲥⲟⲧⲡⲓ</span> (ⲧ)</span>"	noun male		chosen, elect <i>person or thing</i>	chosen, elect <i>person or thing</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365b	― (ⲡ)			― (ⲡ)	― (ⲡ)	"― (ⲡ)
ⲥⲟⲧⲡⲓ (ⲧ)"	― (ⲡ)				0
2000	89	0	(S,sA,B,F) mnts.,mets.	0	election, choice, superiority /$gk: [[eklogh]]$/	election, choice, superiority /$gk: [[eklogh]]$/	eklogh	365b	13	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2000.html	(S, sA, B, F) ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	"<span class=""word S sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S sA B F"">ⲙⲛⲧⲥ.</span>, <span class=""spelling S sA B F"">ⲙⲉⲧⲥ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	"<span class=""word S sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S sA B F"">ⲙⲛⲧⲥ.</span>, <span class=""spelling S sA B F"">ⲙⲉⲧⲥ.</span></span>"	-	εκλογη	election, choice, superiority [εκλογη]	election, choice, superiority	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365b	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.				ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.				0
2001	89	0	(B) Jins.	0	(meaning sim)	(meaning sim)		366a	14	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2001.html	(B) ϫⲓⲛⲥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛⲥ.</span> <span class=""nag-hammadi""></span></span>"	ϫⲓⲛⲥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛⲥ.</span></span>"	-		<i>meaning sim</i>	<i>meaning sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=366a						ϫⲓⲛⲥ.					0
8898	90	0		99	tr :	tr :		711a	1	2012-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/8898.html					HEADER		tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a											0
8899	90	8898	(B) maiKasF	0	labour-loving /$gk: [[kamathros]]$/	labour-loving /$gk: [[kamathros]]$/	kamathros	711a	2	2012-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/8899.html	(B) ⲙⲁⲓϧⲁⲥϥ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲙⲁⲓϧⲁⲥϥ</span> <span class=""nag-hammadi""></span></span>"	ⲙⲁⲓϧⲁⲥϥ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲙⲁⲓϧⲁⲥϥ</span></span>"	-	καματηροσ	labour-loving [καματηροσ]	labour-loving	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a						ⲙⲁⲓϧⲁⲥϥ					1
8901	90	8899	met..maiK.	0				711a	3	2012-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/8901.html	ⲙⲉⲧⲙⲁⲓϧ.	"<span class=""word""><span class=""spelling"">ⲙⲉⲧⲙⲁⲓϧ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲉⲧⲙⲁⲓϧ.	"<span class=""word""><span class=""spelling"">ⲙⲉⲧⲙⲁⲓϧ.</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	ⲙⲉⲧⲙⲁⲓϧ.	2
8900	90	8898	(S) reFHastF	0	 /$gk: [[kakomoxqos]]$/	 /$gk: [[kakomoxqos]]$/	kakomoxqos	711a	4	2012-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/8900.html	(S) ⲣⲉϥϩⲁⲥⲧϥ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥϩⲁⲥⲧϥ</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥϩⲁⲥⲧϥ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥϩⲁⲥⲧϥ</span></span>"	-	κακομοχθοσ	[κακομοχθοσ]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	ⲣⲉϥϩⲁⲥⲧϥ										1
5282	90	0		99	With following preposition:	With following preposition:		711a	5	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5282.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a											0
5283	90	5282	^^ e-	0	(as obj /*mostly*/ S) | {qual:} | {tr /*refl*/:} for (S,sA)	(as obj /*mostly*/ S) | {qual:} | {tr /*refl*/:} for (S,sA)		711a	6	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5283.html	― ⲉ-	"<span class=""word""><span class=""spelling"">― ⲉ-</span> <span class=""nag-hammadi""></span></span>"	― ⲉ-	"<span class=""word""><span class=""spelling"">― ⲉ-</span></span>"	-		"<i>as obj (mostly) S</i>
<b>qual:</b>
<b>tr (refl):</b> for <i>S,sA</i>"	"<i>as obj (mostly) S</i>
<b>qual:</b>
<b>tr (refl):</b> for <i>S,sA</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	1
5284	90	5282	^^ etbe-	0	because of	because of		711a	7	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5284.html	― ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling"">― ⲉⲧⲃⲉ-</span> <span class=""nag-hammadi""></span></span>"	― ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling"">― ⲉⲧⲃⲉ-</span></span>"	-		because of	because of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	1
5285	90	5282	^^ mn-,^^ nem-	0	with	with		711a	8	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5285.html	― ⲙⲛ-, ― ⲛⲉⲙ-	"<span class=""word""><span class=""spelling"">― ⲙⲛ-</span>, <span class=""spelling"">― ⲛⲉⲙ-</span> <span class=""nag-hammadi""></span></span>"	― ⲙⲛ-, ― ⲛⲉⲙ-	"<span class=""word""><span class=""spelling"">― ⲙⲛ-</span>, <span class=""spelling"">― ⲛⲉⲙ-</span></span>"	-		with	with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	― ⲙⲛ-, ― ⲛⲉⲙ-	1
5286	90	5282	^^ n- *^dat^*	0				711a	9	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5286.html	― ⲛ- {dat}	"<span class=""word""><span class=""spelling"">― ⲛ- {dat}</span> <span class=""nag-hammadi""></span></span>"	― ⲛ- {dat}	"<span class=""word""><span class=""spelling"">― ⲛ- {dat}</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711a	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	1
5287	90	5282	(S) ^^ ntn-	0	concerning	concerning		711b	10	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5287.html	(S) ― ⲛⲧⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">― ⲛⲧⲛ-</span> <span class=""nag-hammadi""></span></span>"	― ⲛⲧⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">― ⲛⲧⲛ-</span></span>"	-		concerning	concerning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b	― ⲛⲧⲛ-										1
5288	90	5282	^^ Ha-,^^ Ka-	0	from, by reason of	from, by reason of		711b	11	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5288.html	― ϩⲁ-, ― ϧⲁ-	"<span class=""word""><span class=""spelling"">― ϩⲁ-</span>, <span class=""spelling"">― ϧⲁ-</span> <span class=""nag-hammadi""></span></span>"	― ϩⲁ-, ― ϧⲁ-	"<span class=""word""><span class=""spelling"">― ϩⲁ-</span>, <span class=""spelling"">― ϧⲁ-</span></span>"	-		from, by reason of	from, by reason of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	1
5289	90	5282	(B) ^^ Ha-	0	for	for		711b	12	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5289.html	(B) ― ϩⲁ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">― ϩⲁ-</span> <span class=""nag-hammadi""></span></span>"	― ϩⲁ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">― ϩⲁ-</span></span>"	-		for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b						― ϩⲁ-					1
5290	90	5282	^^ Hn-,^^ Ken-	0	in, with	in, with		711b	13	2010-05-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/5290.html	― ϩⲛ-, ― ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">― ϩⲛ-</span>, <span class=""spelling"">― ϧⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	― ϩⲛ-, ― ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">― ϩⲛ-</span>, <span class=""spelling"">― ϧⲉⲛ-</span></span>"	-		in, with	in, with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	1
3591	90	0	H. nHht,K. nHht	0	be troubled in mind, disheartened	be troubled in mind, disheartened		711b	14	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3591.html	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	"<span class=""word""><span class=""spelling"">ϩ. ⲛϩⲏⲧ</span>, <span class=""spelling"">ϧ. ⲛϩⲏⲧ</span> <span class=""nag-hammadi""></span></span>"	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	"<span class=""word""><span class=""spelling"">ϩ. ⲛϩⲏⲧ</span>, <span class=""spelling"">ϧ. ⲛϩⲏⲧ</span></span>"	-		be troubled in mind, disheartened	be troubled in mind, disheartened	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	ϩ. ⲛϩⲏⲧ, ϧ. ⲛϩⲏⲧ	0
