key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
415	743	0	reFihs	1	one that hastens /$gk: [[epispoudasths]]$/	one that hastens /$gk: [[epispoudasths]]$/	epispoudasths	86b	7	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/415.html	ⲣⲉϥⲓⲏⲥ	"<span class=""word""><span class=""spelling"">ⲣⲉϥⲓⲏⲥ</span></span>"	ⲣⲉϥⲓⲏⲥ	"<span class=""word""><span class=""spelling"">ⲣⲉϥⲓⲏⲥ</span> <span class=""type"">(ⲡ)</span></span>"	noun male	επισπουδαστησ	one that hastens [επισπουδαστησ]	one that hastens	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86b	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	ⲣⲉϥⲓⲏⲥ (ⲡ)	0
414	743	0	iws,ihs	1	speed, diligence /$gk: [[spoudh]]$/ | (as adv /*oftenest*/, [Kenouiws]) /$gk: [[taxus, taxu]]$/	speed, diligence /$gk: [[spoudh]]$/ | (as adv /*oftenest*/, [Kenouiws]) /$gk: [[taxus, taxu]]$/	spoudh, taxus, taxu	86b	8	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/414.html	ⲓⲱⲥ, ⲓⲏⲥ	"<span class=""word""><span class=""spelling"">ⲓⲱⲥ</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲓⲏⲥ</span></span>"	ⲓⲱⲥ, ⲓⲏⲥ	"<span class=""word""><span class=""spelling"">ⲓⲱⲥ</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲓⲏⲥ</span> <span class=""type"">(ⲡ)</span></span>"	noun male	σπουδη, ταχυσ, ταχυ	"speed, diligence [σπουδη]
<i>as adv (oftenest), ϧⲉⲛⲟⲩⲓⲱⲥ</i> [ταχυσ, ταχυ]"	"speed, diligence 
<i>as adv (oftenest), ϧⲉⲛⲟⲩⲓⲱⲥ</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86b	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	ⲓⲱⲥ, ⲓⲏⲥ (ⲡ)	0
421	745	0	(B) metSar iwT	4	poverty of dew	poverty of dew		87b	1	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/421.html	(B) ⲙⲉⲧϣⲁⲣ ⲓⲱϯ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲙⲉⲧϣⲁⲣ ⲓⲱϯ</span></span>"	ⲙⲉⲧϣⲁⲣ ⲓⲱϯ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲙⲉⲧϣⲁⲣ ⲓⲱϯ</span> <span class=""type B"">(ⲧ)</span></span>"	noun female		poverty of dew	poverty of dew	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=87b						ⲙⲉⲧϣⲁⲣ ⲓⲱϯ (ⲧ)					0
423	746	0	(S) peiaau,piaau	0	(for [ei.])	(for [ei.])		88a	1	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/423.html	(S) ⲡⲉⲓⲁⲁⲩ, ⲡⲓⲁⲁⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲡⲉⲓⲁⲁⲩ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ⲡⲓⲁⲁⲩ</span></span>"	ⲡⲉⲓⲁⲁⲩ, ⲡⲓⲁⲁⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲡⲉⲓⲁⲁⲩ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ⲡⲓⲁⲁⲩ</span></span>"	-		<i>for ⲉⲓ.</i>	<i>for ⲉⲓ.</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88a	ⲡⲉⲓⲁⲁⲩ, ⲡⲓⲁⲁⲩ										0
9026	750	0	(B) iS nHemsi	0				88b	1	2014-08-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/9026.html	(B) ⲓϣ ⲛϩⲉⲙⲥⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲓϣ ⲛϩⲉⲙⲥⲓ</span></span>"	ⲓϣ ⲛϩⲉⲙⲥⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲓϣ ⲛϩⲉⲙⲥⲓ</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b						ⲓϣ ⲛϩⲉⲙⲥⲓ					0
4208	751	0		99	tr :	tr :		88b	1	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4208.html					HEADER		tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b											0
4209	751	4208		99	With preposition:	With preposition:		88b	2	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4209.html					HEADER		With preposition:	With preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b											1
4210	751	4209	^^^ e-	0	hang upon, to	hang upon, to		88b	3	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4210.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> <span class=""type"">(c)</span></span>"	-		hang upon, to	hang upon, to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	2
4211	751	4209	^^^ eJn-	0	hang upon	hang upon		88b	4	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4211.html	<i><b>c</b></i> ⲉϫⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϫⲛ-</span></span>"	ⲉϫⲛ-	"<span class=""word""><span class=""spelling"">ⲉϫⲛ-</span> <span class=""type"">(c)</span></span>"	-		hang upon	hang upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	2
5529	751	4209	^^^ nsa-	0	hang from	hang from		88b	5	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5529.html	<i><b>c</b></i> ⲛⲥⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲥⲁ-</span></span>"	ⲛⲥⲁ-	"<span class=""word""><span class=""spelling"">ⲛⲥⲁ-</span> <span class=""type"">(c)</span></span>"	-		hang from	hang from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	2
5530	751	4209	^^^ HiJn-	0				88b	6	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5530.html	<i><b>c</b></i> ϩⲓϫⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲓϫⲛ-</span></span>"	ϩⲓϫⲛ-	"<span class=""word""><span class=""spelling"">ϩⲓϫⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	2
4212	751	4208		99	With adverb:	With adverb:		88b	7	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4212.html					HEADER		With adverb:	With adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b											1
4213	751	4212	(B) ^^^ epSwi	0	hang up	hang up		88b	8	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4213.html	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B""><i><b>c</b></i> ⲉⲡϣⲱⲓ</span></span>"	ⲉⲡϣⲱⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉⲡϣⲱⲓ</span> <span class=""type B"">(c)</span></span>"	-		hang up	hang up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b						ⲉⲡϣⲱⲓ (c)					2
4214	751	4212	^^^ eHrai,^^^ eHrhi	0	(meaning same)	(meaning same)		88b	9	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4214.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ, <i><b>c</b></i> ⲉϩⲣⲏⲓ	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϩⲣⲁⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling""><i><b>c</b></i> ⲉϩⲣⲏⲓ</span></span>"	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ	"<span class=""word""><span class=""spelling"">ⲉϩⲣⲁⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉϩⲣⲏⲓ</span> <span class=""type"">(c)</span></span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	2
4215	751	0		99	intr :	intr :		88b	10	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4215.html					HEADER		intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b											0
4216	751	4215		99	With preposition:	With preposition:		88b	11	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4216.html					HEADER		With preposition:	With preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b											1
4217	751	4216	^^^ e-	0				88b	12	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4217.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	2
4218	751	4216	(B) ^^^ eJen-	0	hang over, threaten	hang over, threaten		88b	13	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4218.html	(B) <i><b>c</b></i> ⲉϫⲉⲛ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B""><i><b>c</b></i> ⲉϫⲉⲛ-</span></span>"	ⲉϫⲉⲛ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉϫⲉⲛ-</span> <span class=""type B"">(c)</span></span>"	-		hang over, threaten	hang over, threaten	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b						ⲉϫⲉⲛ- (c)					2
4219	751	4216	^^^ n-	0				88b	14	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4219.html	<i><b>c</b></i> ⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ-</span></span>"	ⲛ-	"<span class=""word""><span class=""spelling"">ⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=88b	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	2
4220	751	4216	^^^ nsa-	0				89a	15	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4220.html	<i><b>c</b></i> ⲛⲥⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲥⲁ-</span></span>"	ⲛⲥⲁ-	"<span class=""word""><span class=""spelling"">ⲛⲥⲁ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	2
5526	751	4216	^^^ oute-	0				89a	16	2010-06-03	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/5526.html	<i><b>c</b></i> ⲟⲩⲧⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲟⲩⲧⲉ-</span></span>"	ⲟⲩⲧⲉ-	"<span class=""word""><span class=""spelling"">ⲟⲩⲧⲉ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	ⲟⲩⲧⲉ- (c)	2
5527	751	4216	^^^ Sa-	0				89a	17	2010-06-03	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/5527.html	<i><b>c</b></i> ϣⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϣⲁ-</span></span>"	ϣⲁ-	"<span class=""word""><span class=""spelling"">ϣⲁ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	ϣⲁ- (c)	2
5528	751	4216	^^^ Hn-,^^^ Ken-	0				89a	18	2010-06-03	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/5528.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling""><i><b>c</b></i> ϧⲉⲛ-</span></span>"	ϩⲛ-, ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling"">ϧⲉⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	2
4221	751	4215		99	With adverb:	With adverb:		89a	19	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4221.html					HEADER		With adverb:	With adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a											1
4222	751	4221	^^^ ebol	0	hang out, overhang	hang out, overhang		89a	20	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4222.html	<i><b>c</b></i> ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲃⲟⲗ</span></span>"	ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ</span> <span class=""type"">(c)</span></span>"	-		hang out, overhang	hang out, overhang	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	2
4223	751	4221	(B) ^^^ epSwi	0	be hung up	be hung up		89a	21	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4223.html	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B""><i><b>c</b></i> ⲉⲡϣⲱⲓ</span></span>"	ⲉⲡϣⲱⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉⲡϣⲱⲓ</span> <span class=""type B"">(c)</span></span>"	-		be hung up	be hung up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a						ⲉⲡϣⲱⲓ (c)					2
4224	751	4221	^^^ eHrai,^^^ eHrhi	0	(meaning same)	(meaning same)		89a	22	2010-04-05	2010-06-03	vagrant	vagrant	https://pishoyg.github.io/crum/4224.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ, <i><b>c</b></i> ⲉϩⲣⲏⲓ	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϩⲣⲁⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling""><i><b>c</b></i> ⲉϩⲣⲏⲓ</span></span>"	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ	"<span class=""word""><span class=""spelling"">ⲉϩⲣⲁⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉϩⲣⲏⲓ</span> <span class=""type"">(c)</span></span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	ⲉϩⲣⲁⲓ, ⲉϩⲣⲏⲓ (c)	2
424	751	0	(B) JiniSi	1	hanging, crucifixion	hanging, crucifixion		89a	23	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/424.html	(B) ϫⲓⲛⲓϣⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲓⲛⲓϣⲓ</span></span>"	ϫⲓⲛⲓϣⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲓⲛⲓϣⲓ</span> <span class=""type B"">(ⲡ)</span></span>"	noun male		hanging, crucifixion	hanging, crucifixion	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89a						ϫⲓⲛⲓϣⲓ (ⲡ)					0
425	755	0	(S) steiwHe,stwHe (B) seqioHi (F) setioHi,sitioHi	4	(a measure of tilled land) /$gk: [[aroura, zeugarin]]$/	(a measure of tilled land) /$gk: [[aroura, zeugarin]]$/	aroura, zeugarin	89b	1	2010-01-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/425.html	"(S) ⲥⲧⲉⲓⲱϩⲉ, ⲥⲧⲱϩⲉ
(B) ⲥⲉⲑⲓⲟϩⲓ
(F) ⲥⲉⲧⲓⲟϩⲓ, ⲥⲓⲧⲓⲟϩⲓ"	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲥⲧⲉⲓⲱϩⲉ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ⲥⲧⲱϩⲉ</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲥⲉⲑⲓⲟϩⲓ</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ⲥⲉⲧⲓⲟϩⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling F"">ⲥⲓⲧⲓⲟϩⲓ</span></span>"	ⲥⲧⲉⲓⲱϩⲉ, ⲥⲧⲱϩⲉ, ⲥⲉⲑⲓⲟϩⲓ, ⲥⲉⲧⲓⲟϩⲓ, ⲥⲓⲧⲓⲟϩⲓ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲥⲧⲉⲓⲱϩⲉ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ⲥⲧⲱϩⲉ</span> <span class=""type S"">(ⲧ)</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲥⲉⲑⲓⲟϩⲓ</span> <span class=""type B"">(ⲧ)</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ⲥⲉⲧⲓⲟϩⲓ</span><span class=""spelling-comma"">, </span><span class=""spelling F"">ⲥⲓⲧⲓⲟϩⲓ</span> <span class=""type F"">(ⲧ)</span></span>"	noun female	αρουρα, ζευγαριν	<i>a measure of tilled land</i> [αρουρα, ζευγαριν]	<i>a measure of tilled land</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=89b	ⲥⲧⲉⲓⲱϩⲉ, ⲥⲧⲱϩⲉ (ⲧ)					ⲥⲉⲑⲓⲟϩⲓ (ⲧ)	ⲥⲉⲧⲓⲟϩⲓ, ⲥⲓⲧⲓⲟϩⲓ (ⲧ)				0
