key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
17	442	0	(S) amhin,amheitn,amwine (A) amheine (sA) amhhtn,amhtn (B,F) amwini (F) amoini,amwni,amwtn,amwitn	0	(2d pl)	(2d pl of above)		7b	8	2010-01-23	2010-10-27	vagrant	vagrant	https://pishoyg.github.io/crum/17.html	"(S) ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ
(A) ⲁⲙⲏⲉⲓⲛⲉ
(sA) ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ
(B, F) ⲁⲙⲱⲓⲛⲓ
(F) ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	"(S) ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ
(A) ⲁⲙⲏⲉⲓⲛⲉ
(sA) ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ
(B, F) ⲁⲙⲱⲓⲛⲓ
(F) ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	"(S) ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ
(A) ⲁⲙⲏⲉⲓⲛⲉ
(sA) ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ
(B, F) ⲁⲙⲱⲓⲛⲓ
(F) ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	"(S) ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ
(A) ⲁⲙⲏⲉⲓⲛⲉ
(sA) ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ
(B, F) ⲁⲙⲱⲓⲛⲓ
(F) ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ, ⲁⲙⲏⲉⲓⲛⲉ, ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ, ⲁⲙⲱⲓⲛⲓ, ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ	"(S) ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ
(A) ⲁⲙⲏⲉⲓⲛⲉ
(sA) ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ
(B, F) ⲁⲙⲱⲓⲛⲓ
(F) ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	-		<i>2d pl of above</i>	2d pl of above	<i>2d pl of above</i>	<i>2d pl of above</i>	<i>2d pl of above</i>	2d pl of above	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=7b	7	b	ⲁⲙⲏⲓⲛ, ⲁⲙⲏⲉⲓⲧⲛ, ⲁⲙⲱⲓⲛⲉ	ⲁⲙⲏⲓⲛ					ⲁⲙⲏⲉⲓⲛⲉ	ⲁⲙⲏⲉⲓⲛⲉ	ⲁⲙⲏⲏⲧⲛ, ⲁⲙⲏⲧⲛ	ⲁⲙⲏⲏⲧⲛ	ⲁⲙⲱⲓⲛⲓ	ⲁⲙⲱⲓⲛⲓ	"ⲁⲙⲱⲓⲛⲓ
ⲁⲙⲟⲓⲛⲓ, ⲁⲙⲱⲛⲓ, ⲁⲙⲱⲧⲛ, ⲁⲙⲱⲓⲧⲛ"	ⲁⲙⲱⲓⲛⲓ							0
8799	448	0	^^^ e-	0	(of person blamed) /$gk: [[egkalein]]$/	(of person blamed) /$gk: [[egkalein]]$/	egkalein	15a	1	2011-01-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/8799.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-	εγκαλειν	<i>of person blamed</i> [εγκαλειν]	of person blamed [εγκαλειν]	<i>of person blamed</i>	"<i>of person blamed</i> <span style=""opacity:0.7"">[εγκαλειν]</span>"	"<i>of person blamed</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B3%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">εγκαλειν</a>]</span>"	of person blamed	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15a	15	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	0
8800	448	0	^^^ mn-,^^^ oute-,^^^ oute *^&^* nem-	0				15a	2	2011-01-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/8800.html	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲟⲩⲧⲉ-, <i><b>c</b></i> ⲟⲩⲧⲉ {&} ⲛⲉⲙ-	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲟⲩⲧⲉ-, <i><b>c</b></i> ⲟⲩⲧⲉ {&} ⲛⲉⲙ-	c ⲙⲛ-, c ⲟⲩⲧⲉ-, c ⲟⲩⲧⲉ {&} ⲛⲉⲙ-	c ⲙⲛ-, c ⲟⲩⲧⲉ-, c ⲟⲩⲧⲉ {&} ⲛⲉⲙ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15a	15	a	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲟⲩⲧⲉ-, ⲟⲩⲧⲉ {&} ⲛⲉⲙ- (c)	ⲙⲛ-	0
8801	448	0	^^^ Gi e-	0				15a	3	2011-01-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/8801.html	<i><b>c</b></i> ϭⲓ ⲉ-	<i><b>c</b></i> ϭⲓ ⲉ-	c ϭⲓ ⲉ-	c ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15a	15	a	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	ϭⲓ ⲉ- (c)	ϭⲓ ⲉ-	0
64	448	0	(S,B) ata.,atariki	6	blameless /$gk: [[amemptos, anegklhtos]]$/	blameless /$gk: [[amemptos, anegklhtos]]$/	amemptos, anegklhtos	15a	4	2010-01-23	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/64.html	(S, B) ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ	(S, B) ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ	(S, B) ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ	(S, B) ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ	ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ	(S, B) ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ (adj.)	adjective	αμεμπτοσ, ανεγκλητοσ	blameless [αμεμπτοσ, ανεγκλητοσ]	blameless [αμεμπτοσ, ανεγκλητοσ]	blameless	"blameless <span style=""opacity:0.7"">[αμεμπτοσ, ανεγκλητοσ]</span>"	"blameless <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BC%CE%B5%CE%BC%CF%80%CF%84%CE%BF%CF%83"">αμεμπτοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B5%CE%B3%CE%BA%CE%BB%CE%B7%CF%84%CE%BF%CF%83"">ανεγκλητοσ</a>]</span>"	blameless	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15a	15	a	ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ (adj.)	ⲁⲧⲁ.									ⲁⲧⲁ., ⲁⲧⲁⲣⲓⲕⲓ (adj.)	ⲁⲧⲁ.									0
65	448	0	(S,A,B) Gn a.,Jem a.	2	blame, find fault, (c [e-]) /$gk: [[memcin euriskein, memcesqai, aitiasqai]]$/ | (B nm), fault-finding	blame, find fault, (c [e-]) /$gk: [[memcin euriskein, memcesqai, aitiasqai]]$/ | (B nm), fault-finding	memcin euriskein, memcesqai, aitiasqai	15b	5	2010-01-23	2011-01-08	vagrant	vagrant	https://pishoyg.github.io/crum/65.html	(S, A, B) ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	(S, A, B) ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	(S, A, B) ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	(S, A, B) ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	(S, A, B) ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	verb	μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι	"blame, find fault, <i>c ⲉ-</i> [μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]
<i>B nm</i>, fault-finding"	"blame, find fault, c ⲉ- [μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]
B nm, fault-finding"	"blame, find fault, <i>c ⲉ-</i> 
<i>B nm</i>, fault-finding"	"blame, find fault, <i>c ⲉ-</i> <span style=""opacity:0.7"">[μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]</span>
<i>B nm</i>, fault-finding"	"blame, find fault, <i>c ⲉ-</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CE%BC%CE%BE%CE%B9%CE%BD"">μεμξιν</a> <a href=""https://logeion.uchicago.edu/%CE%B5%CF%85%CF%81%CE%B9%CF%83%CE%BA%CE%B5%CE%B9%CE%BD"">ευρισκειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CE%BC%CE%BE%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">μεμξεσθαι</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%B9%CF%84%CE%B9%CE%B1%CF%83%CE%B8%CE%B1%CE%B9"">αιτιασθαι</a>]</span>
<i>B nm</i>, fault-finding"	"blame, find fault, c ⲉ- 
B nm, fault-finding"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15b	15	b	ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	ϭⲛ ⲁ.					ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	ϭⲛ ⲁ.			ϭⲛ ⲁ., ϫⲉⲙ ⲁ.	ϭⲛ ⲁ.									0
8802	448	65	^^^ e-	0	 /$gk: [[memcin euriskein, memcesqai, aitiasqai]]$/	 /$gk: [[memcin euriskein, memcesqai, aitiasqai]]$/	memcin euriskein, memcesqai, aitiasqai	15b	6	2011-01-08	2011-01-08	vagrant	vagrant	https://pishoyg.github.io/crum/8802.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-	μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι	[μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]	[μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]		"<span style=""opacity:0.7"">[μεμξιν ευρισκειν, μεμξεσθαι, αιτιασθαι]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CE%BC%CE%BE%CE%B9%CE%BD"">μεμξιν</a> <a href=""https://logeion.uchicago.edu/%CE%B5%CF%85%CF%81%CE%B9%CF%83%CE%BA%CE%B5%CE%B9%CE%BD"">ευρισκειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CE%BC%CE%BE%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">μεμξεσθαι</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%B9%CF%84%CE%B9%CE%B1%CF%83%CE%B8%CE%B1%CE%B9"">αιτιασθαι</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15b	15	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
66	448	0	(S) reFGn a.	3	fault finder	fault finder		15b	7	2010-01-23	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/66.html	(S) ⲣⲉϥϭⲛ ⲁ.	(S) ⲣⲉϥϭⲛ ⲁ.	(S) ⲣⲉϥϭⲛ ⲁ.	(S) ⲣⲉϥϭⲛ ⲁ.	ⲣⲉϥϭⲛ ⲁ.	(S) ⲣⲉϥϭⲛ ⲁ. (noun)	noun		fault finder	fault finder	fault finder	fault finder	fault finder	fault finder	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15b	15	b	ⲣⲉϥϭⲛ ⲁ. (noun)	ⲣⲉϥϭⲛ ⲁ.																			0
67	448	0	(S) mntreFGn a.	4	fault-finding, criticism	fault-finding, criticism		15b	8	2010-01-23	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/67.html	(S) ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.	(S) ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.	(S) ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.	(S) ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.	ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.	(S) ⲙⲛⲧⲣⲉϥϭⲛ ⲁ. (ⲧ)	noun female		fault-finding, criticism	fault-finding, criticism	fault-finding, criticism	fault-finding, criticism	fault-finding, criticism	fault-finding, criticism	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15b	15	b	ⲙⲛⲧⲣⲉϥϭⲛ ⲁ. (ⲧ)	ⲙⲛⲧⲣⲉϥϭⲛ ⲁ.																			0
68	448	0	(S,F) ^^	2	{tr:} blame	{tr:} blame		15b	9	2010-01-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/68.html	(S, F) ―	(S, F) ―	(S, F) ―	(S, F) ―	―	(S, F) ―	verb		<b>tr:</b> blame	tr: blame	<b>tr:</b> blame	<b>tr:</b> blame	<b>tr:</b> blame	tr: blame	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=15b	15	b	―	―											―	―							0
6786	449	0	^^^ ebol	0	lead forth	lead forth		461a	1	2010-08-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/6786.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-		lead forth	lead forth	lead forth	lead forth	lead forth	lead forth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=461a	461	a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	0
5156	451	0		99	With following preposition:	With following preposition:		607b	1	2010-04-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/5156.html							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=607b	607	b																					0
5157	451	5156	(S) ^^ e-	0				607b	2	2010-04-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/5157.html	(S) ― ⲉ-	(S) ― ⲉ-	(S) ― ⲉ-	(S) ― ⲉ-	― ⲉ-	(S) ― ⲉ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=607b	607	b	― ⲉ-	― ⲉ-																			1
5158	451	5156	^^ n- *^dat^*	0				607b	3	2010-04-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/5158.html	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=607b	607	b	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	1
3169	451	0	(S) m$^e^$SSe (A) maSSe	0	not be fitting	not be fitting		608a	4	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3169.html	"(S) ⲙ(ⲉ)ϣϣⲉ
(A) ⲙⲁϣϣⲉ"	"(S) ⲙ(ⲉ)ϣϣⲉ
(A) ⲙⲁϣϣⲉ"	"(S) ⲙ(ⲉ)ϣϣⲉ
(A) ⲙⲁϣϣⲉ"	"(S) ⲙ(ⲉ)ϣϣⲉ
(A) ⲙⲁϣϣⲉ"	ⲙϣϣⲉ, ⲙⲉϣϣⲉ, ⲙⲁϣϣⲉ	"(S) ⲙϣϣⲉ, ⲙⲉϣϣⲉ
(A) ⲙⲁϣϣⲉ"	-		not be fitting	not be fitting	not be fitting	not be fitting	not be fitting	not be fitting	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	608	a	ⲙϣϣⲉ, ⲙⲉϣϣⲉ	ⲙϣϣⲉ					ⲙⲁϣϣⲉ	ⲙⲁϣϣⲉ													0
8911	452	0	r s.,er s.,oi ns.	0		be wall		323a	1	2012-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/8911.html	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	-		be wall	be wall	be wall	be wall	be wall	be wall	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=323a	323	a	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	ⲣ ⲥ., ⲉⲣ ⲥ., ⲟⲓ ⲛⲥ.	ⲣ ⲥ.	0
1688	453	0	(S,B,F) ^^	3	forbearance	forbearance		317b	1	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/1688.html	(S, B, F) ―	(S, B, F) ―	(S, B, F) ―	(S, B, F) ―	―	(S, B, F) ― (noun)	noun		forbearance	forbearance	forbearance	forbearance	forbearance	forbearance	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=317b	317	b	― (noun)	―									― (noun)	―	― (noun)	―							0
1689	453	0	(B) atT a.	0	unsparing	unsparing		317b	2	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/1689.html	(B) ⲁⲧϯ ⲁ.	(B) ⲁⲧϯ ⲁ.	(B) ⲁⲧϯ ⲁ.	(B) ⲁⲧϯ ⲁ.	ⲁⲧϯ ⲁ.	(B) ⲁⲧϯ ⲁ.	-		unsparing	unsparing	unsparing	unsparing	unsparing	unsparing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=317b	317	b											ⲁⲧϯ ⲁ.	ⲁⲧϯ ⲁ.									0
1690	453	1689	mnt..at.,met..at.	0	unrestrainedness /$gk: [[afeidia]]$/	unrestrainedness /$gk: [[afeidia]]$/	afeidia	317b	3	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/1690.html	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	-	αφειδια	unrestrainedness [αφειδια]	unrestrainedness [αφειδια]	unrestrainedness	"unrestrainedness <span style=""opacity:0.7"">[αφειδια]</span>"	"unrestrainedness <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%86%CE%B5%CE%B9%CE%B4%CE%B9%CE%B1"">αφειδια</a>]</span>"	unrestrainedness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=317b	317	b	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	ⲙⲛⲧⲁⲧ., ⲙⲉⲧⲁⲧ.	ⲙⲛⲧⲁⲧ.	1
1691	453	0	(S) mntreFT so	0	sparingness, parsimony	sparingness, parsimony		317b	4	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/1691.html	(S) ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	(S) ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	(S) ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	(S) ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	(S) ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	-		sparingness, parsimony	sparingness, parsimony	sparingness, parsimony	sparingness, parsimony	sparingness, parsimony	sparingness, parsimony	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=317b	317	b	ⲙⲛⲧⲣⲉϥϯ ⲥⲟ	ⲙⲛⲧⲣⲉϥϯ ⲥⲟ																			0
