key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	word-dawoud-sort-key	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list	derivations-txt
583	(S) banHo	1	(meaning unknown)	(meaning unknown)		41b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/583.html	(S) ⲃⲁⲛϩⲟ	(S) ⲃⲁⲛϩⲟ	(S) ⲃⲁⲛϩⲟ	(S) ⲃⲁⲛϩⲟ	ⲃⲁⲛϩⲟ	(S) ⲃⲁⲛϩⲟ (ⲡ)	ⲃⲁⲛϩⲟ (S)			complete	noun male		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=41b	41	b	ⲃⲁⲛϩⲟ (ⲡ)	ⲃⲁⲛϩⲟ																			584	582	41			
584	(S) bar	3	(meaning unknown)	(meaning unknown)		41b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/584.html	(S) ⲃⲁⲣ	(S) ⲃⲁⲣ	(S) ⲃⲁⲣ	(S) ⲃⲁⲣ	ⲃⲁⲣ	(S) ⲃⲁⲣ (noun)	ⲃⲁⲣ (S)			complete	noun		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=41b	41	b	ⲃⲁⲣ (noun)	ⲃⲁⲣ																			585	583	41			
585	(S,sA,B) bir (Sf) bhl (F) bil,Fil	1	basket (of palm-leaf) /$gk: [[spuris, kofinos]]$/	basket (of palm-leaf) /$gk: [[spuris, kofinos]]$/	spuris, kofinos	41b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/585.html	"(S, sA, B) ⲃⲓⲣ
(Sf) ⲃⲏⲗ
(F) ⲃⲓⲗ, ϥⲓⲗ"	"(S, sA, B) ⲃⲓⲣ
(Sf) ⲃⲏⲗ
(F) ⲃⲓⲗ, ϥⲓⲗ"	"(S, sA, B) ⲃⲓⲣ
(Sf) ⲃⲏⲗ
(F) ⲃⲓⲗ, ϥⲓⲗ"	"(S, sA, B) ⲃⲓⲣ
(Sf) ⲃⲏⲗ
(F) ⲃⲓⲗ, ϥⲓⲗ"	ⲃⲓⲣ, ⲃⲏⲗ, ⲃⲓⲗ, ϥⲓⲗ	"(S, sA, B) ⲃⲓⲣ (ⲡ)
(Sf) ⲃⲏⲗ (ⲡ)
(F) ⲃⲓⲗ, ϥⲓⲗ (ⲡ)"	ⲃⲓⲣ (B)			complete	noun male	σπυρισ, κοφινοσ	basket <i>of palm-leaf</i> [σπυρισ, κοφινοσ]	basket of palm-leaf [σπυρισ, κοφινοσ]	basket <i>of palm-leaf</i>	"basket <i>of palm-leaf</i> <span style=""opacity:0.7"">[σπυρισ, κοφινοσ]</span>"	"basket <i>of palm-leaf</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%80%CF%85%CF%81%CE%B9%CF%83"">σπυρισ</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%BF%CF%86%CE%B9%CE%BD%CE%BF%CF%83"">κοφινοσ</a>]</span>"	basket of palm-leaf	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=41b	41	b	ⲃⲓⲣ (ⲡ)	ⲃⲓⲣ			ⲃⲏⲗ (ⲡ)	ⲃⲏⲗ			ⲃⲓⲣ (ⲡ)	ⲃⲓⲣ	ⲃⲓⲣ (ⲡ)	ⲃⲓⲣ	ⲃⲓⲗ, ϥⲓⲗ (ⲡ)	ⲃⲓⲗ							586	584	41			
586	(S) baare	3	? boat, barge	? boat, barge		42a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/586.html	(S) ⲃⲁⲁⲣⲉ	(S) ⲃⲁⲁⲣⲉ	(S) ⲃⲁⲁⲣⲉ	(S) ⲃⲁⲁⲣⲉ	ⲃⲁⲁⲣⲉ	(S) ⲃⲁⲁⲣⲉ (noun)	ⲃⲁⲁⲣⲉ (S)			complete	noun		? boat, barge	? boat, barge	? boat, barge	? boat, barge	? boat, barge	? boat, barge	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42a	42	a	ⲃⲁⲁⲣⲉ (noun)	ⲃⲁⲁⲣⲉ																			587	585	42			
587	(S) berw	4	whirlpool /$gk: [[dinh, iligj]]$/	whirlpool /$gk: [[dinh, iligj]]$/	dinh, iligj	42a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/587.html	(S) ⲃⲉⲣⲱ	(S) ⲃⲉⲣⲱ	(S) ⲃⲉⲣⲱ	(S) ⲃⲉⲣⲱ	ⲃⲉⲣⲱ	(S) ⲃⲉⲣⲱ (ⲧ)	ⲃⲉⲣⲱ (S)			complete	noun female	δινη, ιλιγξ	whirlpool [δινη, ιλιγξ]	whirlpool [δινη, ιλιγξ]	whirlpool	"whirlpool <span style=""opacity:0.7"">[δινη, ιλιγξ]</span>"	"whirlpool <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B9%CE%BD%CE%B7"">δινη</a>, <a href=""https://logeion.uchicago.edu/%CE%B9%CE%BB%CE%B9%CE%B3%CE%BE"">ιλιγξ</a>]</span>"	whirlpool	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42a	42	a	ⲃⲉⲣⲱ (ⲧ)	ⲃⲉⲣⲱ																			588	586	42	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 216-->  <td colspan=""5"" class=""bordered"">ⲣ ⲃ.</td> <td colspan=""4"" class=""bordered"">  be as a whirlpool </td> <td rowspan=""1"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42a"">42a</a></td> </tr> </table>"	<ul> <li> ⲣ ⲃ.<br/>be as a whirlpool </li> </ul>	ⲣ ⲃ. be as a whirlpool
588	(S) bwwre,beere-,boor=,boore+	2	{intr:} be excrescent, imposing, overbearing | {tr:} |$ push, drive |$ repel (c [nsa-]) /$gk: [[amunesqai, wqein]]$/ |$ defend |$ repress, expel /*?*/	{intr:} be excrescent, imposing, overbearing | {tr:} |$ push, drive |$ repel (c [nsa-]) /$gk: [[amunesqai, wqein]]$/ |$ defend |$ repress, expel /*?*/	amunesqai, wqein	42a	7	0	2009-09-14	2010-04-05	vagrant	vagrant	https://pishoyg.github.io/crum/588.html	(S) ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	(S) ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	(S) ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	(S) ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	(S) ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	ⲃⲱⲱⲣⲉ (S)			complete+	verb	αμυνεσθαι, ωθειν	"<b>intr:</b> be excrescent, imposing, overbearing
<b>tr:</b>
― push, drive
― repel <i>c ⲛⲥⲁ-</i> [αμυνεσθαι, ωθειν]
― defend
― repress, expel (?)"	"intr: be excrescent, imposing, overbearing
tr:
― push, drive
― repel c ⲛⲥⲁ- [αμυνεσθαι, ωθειν]
― defend
― repress, expel (?)"	"<b>intr:</b> be excrescent, imposing, overbearing
<b>tr:</b>
― push, drive
― repel <i>c ⲛⲥⲁ-</i> 
― defend
― repress, expel (?)"	"<b>intr:</b> be excrescent, imposing, overbearing
<b>tr:</b>
― push, drive
― repel <i>c ⲛⲥⲁ-</i> <span style=""opacity:0.7"">[αμυνεσθαι, ωθειν]</span>
― defend
― repress, expel (?)"	"<b>intr:</b> be excrescent, imposing, overbearing
<b>tr:</b>
― push, drive
― repel <i>c ⲛⲥⲁ-</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BC%CF%85%CE%BD%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">αμυνεσθαι</a>, <a href=""https://logeion.uchicago.edu/%CF%89%CE%B8%CE%B5%CE%B9%CE%BD"">ωθειν</a>]</span>
― defend
― repress, expel (?)"	"intr: be excrescent, imposing, overbearing
tr:
― push, drive
― repel c ⲛⲥⲁ- 
― defend
― repress, expel (?)"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42a	42	a	ⲃⲱⲱⲣⲉ, ⲃⲉⲉⲣⲉ-, ⲃⲟⲟⲣ=, ⲃⲟⲟⲣⲉ+	ⲃⲱⲱⲣⲉ																			589	587	42	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 4139-->  <td colspan=""5"" class=""bordered"">― ⲉⲃⲟⲗ</td> <td colspan=""4"" class=""bordered"">  <b>intr:</b> protrude, be swollen
<b>tr:</b> repel <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B9%CF%89%CE%B8%CE%B5%CE%B9%CE%BD"">διωθειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%B2%CE%B1%CE%BB%CE%BB%CE%B5%CE%B9%CE%BD"">εκβαλλειν</a>]</span> </td> <td rowspan=""2"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42b"">42b</a></td> </tr> <tr> <!--Key: 217-->  <td colspan=""5"" class=""bordered"">― (ⲡ)</td> <td colspan=""4"" class=""bordered""> <b>(noun male)</b><br/> protuberance </td>  </tr> </table>"	"<ul> <li> ― ⲉⲃⲟⲗ<br/><b>intr:</b> protrude, be swollen
<b>tr:</b> repel <span style=""opacity:0.7"">[διωθειν, εκβαλλειν]</span> </li> <li> ― (ⲡ)<br/>(noun male) protuberance </li> </ul>"	"― ⲉⲃⲟⲗ intr: protrude, be swollen
tr: repel [διωθειν, εκβαλλειν]
― (ⲡ) (noun male) protuberance"
589	(S) brbe	3	(vessel or receptacle, holding a medicinal mixture)	(vessel or receptacle, holding a medicinal mixture)		42b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/589.html	(S) ⲃⲣⲃⲉ	(S) ⲃⲣⲃⲉ	(S) ⲃⲣⲃⲉ	(S) ⲃⲣⲃⲉ	ⲃⲣⲃⲉ	(S) ⲃⲣⲃⲉ (noun)	ⲃⲣⲃⲉ (S)			complete	noun		<i>vessel or receptacle, holding a medicinal mixture</i>	vessel or receptacle, holding a medicinal mixture	<i>vessel or receptacle, holding a medicinal mixture</i>	<i>vessel or receptacle, holding a medicinal mixture</i>	<i>vessel or receptacle, holding a medicinal mixture</i>	vessel or receptacle, holding a medicinal mixture	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42b	42	b	ⲃⲣⲃⲉ (noun)	ⲃⲣⲃⲉ																			590	588	42			
590	(B) berbir	4	missile /$gk: [[bolis]]$/	missile /$gk: [[bolis]]$/	bolis	42b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/590.html	(B) ⲃⲉⲣⲃⲓⲣ	(B) ⲃⲉⲣⲃⲓⲣ	(B) ⲃⲉⲣⲃⲓⲣ	(B) ⲃⲉⲣⲃⲓⲣ	ⲃⲉⲣⲃⲓⲣ	(B) ⲃⲉⲣⲃⲓⲣ (ⲧ)	ⲃⲉⲣⲃⲓⲣ (B)			complete	noun female	βολισ	missile [βολισ]	missile [βολισ]	missile	"missile <span style=""opacity:0.7"">[βολισ]</span>"	"missile <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%BF%CE%BB%CE%B9%CF%83"">βολισ</a>]</span>"	missile	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=42b	42	b											ⲃⲉⲣⲃⲓⲣ (ⲧ)	ⲃⲉⲣⲃⲓⲣ									591	589	42			
591	(S,A,sA) brre,bhre (B,F) beri,berei	6	(adj), new, young /$gk: [[kainos, neos]]$/ | (as noun), new thing	(adj), new, young /$gk: [[kainos, neos]]$/ | (as noun), new thing	kainos, neos	43a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/591.html	"(S, A, sA) ⲃⲣⲣⲉ, ⲃⲏⲣⲉ
(B, F) ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ"	"(S, A, sA) ⲃⲣⲣⲉ, ⲃⲏⲣⲉ
(B, F) ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ"	"(S, A, sA) ⲃⲣⲣⲉ, ⲃⲏⲣⲉ
(B, F) ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ"	"(S, A, sA) ⲃⲣⲣⲉ, ⲃⲏⲣⲉ
(B, F) ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ"	ⲃⲣⲣⲉ, ⲃⲏⲣⲉ, ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ	"(S, A, sA) ⲃⲣⲣⲉ, ⲃⲏⲣⲉ (adj.)
(B, F) ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ (adj.)"	ⲃⲉⲣⲓ (B)			complete	adjective	καινοσ, νεοσ	"<i>adj</i>, new, young [καινοσ, νεοσ]
<i>as noun</i>, new thing"	"adj, new, young [καινοσ, νεοσ]
as noun, new thing"	"<i>adj</i>, new, young 
<i>as noun</i>, new thing"	"<i>adj</i>, new, young <span style=""opacity:0.7"">[καινοσ, νεοσ]</span>
<i>as noun</i>, new thing"	"<i>adj</i>, new, young <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%83"">καινοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%BD%CE%B5%CE%BF%CF%83"">νεοσ</a>]</span>
<i>as noun</i>, new thing"	"adj, new, young 
as noun, new thing"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43a	43	a	ⲃⲣⲣⲉ, ⲃⲏⲣⲉ (adj.)	ⲃⲣⲣⲉ					ⲃⲣⲣⲉ, ⲃⲏⲣⲉ (adj.)	ⲃⲣⲣⲉ	ⲃⲣⲣⲉ, ⲃⲏⲣⲉ (adj.)	ⲃⲣⲣⲉ	ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ (adj.)	ⲃⲉⲣⲓ	ⲃⲉⲣⲓ, ⲃⲉⲣⲉⲓ (adj.)	ⲃⲉⲣⲓ							592	590	43	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 219-->  <td colspan=""5"" class=""bordered"">ⲙⲛⲧⲃ., ⲙⲉⲧⲃ. (ⲧ)</td> <td colspan=""4"" class=""bordered""> <b>(noun female)</b><br/> newness, youth <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%84%CE%B7%CF%83"">καινοτησ</a>]</span> </td> <td rowspan=""1"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43a"">43a</a></td> </tr> <tr> <!--Key: 220-->  <td colspan=""5"" class=""bordered"">(S) ⲛⲃⲣⲣⲉ (adv.)
(B) ⲙⲃⲉⲣⲓ (adv.)</td> <td colspan=""4"" class=""bordered""> <b>(adverb)</b><br/> newly, recently <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CF%81%CE%BF%CF%83%CF%86%CE%B1%CF%84%CF%89%CF%83"">προσφατωσ</a>]</span>
afresh </td> <td rowspan=""2"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b"">43b</a></td> </tr> <tr> <!--Key: 221-->  <td colspan=""5"" class=""bordered"">ⲉⲓⲣⲉ ⲛⲃ., ⲓⲣⲓ ⲛⲃ.</td> <td colspan=""4"" class=""bordered""> <b>(verb)</b><br/> <b>tr:</b> make new, renew <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B1%CE%BD%CE%B1%CE%BA%CE%B1%CE%B9%CE%BD%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">επανακαινιζειν</a>]</span> <b>intr:</b> <i>ⲣ ⲃ.</i>, become new </td>  </tr> </table>"	"<ul> <li> ⲙⲛⲧⲃ., ⲙⲉⲧⲃ. (ⲧ)<br/>(noun female) newness, youth <span style=""opacity:0.7"">[καινοτησ]</span> </li> <li> (S) ⲛⲃⲣⲣⲉ (adv.)
(B) ⲙⲃⲉⲣⲓ (adv.)<br/>(adverb) newly, recently <span style=""opacity:0.7"">[προσφατωσ]</span>
afresh </li> <li> ⲉⲓⲣⲉ ⲛⲃ., ⲓⲣⲓ ⲛⲃ.<br/>(verb) <b>tr:</b> make new, renew <span style=""opacity:0.7"">[επανακαινιζειν]</span> <b>intr:</b> <i>ⲣ ⲃ.</i>, become new </li> </ul>"	"ⲙⲛⲧⲃ., ⲙⲉⲧⲃ. (ⲧ) (noun female) newness, youth [καινοτησ]
(S) ⲛⲃⲣⲣⲉ (adv.)
(B) ⲙⲃⲉⲣⲓ (adv.) (adverb) newly, recently [προσφατωσ]
afresh
ⲉⲓⲣⲉ ⲛⲃ., ⲓⲣⲓ ⲛⲃ. (verb) tr: make new, renew [επανακαινιζειν] intr: ⲣ ⲃ., become new"
592	(S) bersim	3	(among names of victuals)	(among names of victuals)		43b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/592.html	(S) ⲃⲉⲣⲥⲓⲙ	(S) ⲃⲉⲣⲥⲓⲙ	(S) ⲃⲉⲣⲥⲓⲙ	(S) ⲃⲉⲣⲥⲓⲙ	ⲃⲉⲣⲥⲓⲙ	(S) ⲃⲉⲣⲥⲓⲙ (noun)	ⲃⲉⲣⲥⲓⲙ (S)			complete	noun		<i>among names of victuals</i>	among names of victuals	<i>among names of victuals</i>	<i>among names of victuals</i>	<i>among names of victuals</i>	among names of victuals	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b	43	b	ⲃⲉⲣⲥⲓⲙ (noun)	ⲃⲉⲣⲥⲓⲙ																			593	591	43			
593	(S,A,B,F) barwt,barot (S) * $$ barate	1	brass, bronze	brass, bronze		43b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/593.html	"(S, A, B, F) ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ
(S) <i>plural: </i> <i>(?)</i> ⲃⲁⲣⲁⲧⲉ"	"(S, A, B, F) ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ
(S) <i>plural: </i> <i>(?)</i> ⲃⲁⲣⲁⲧⲉ"	"(S, A, B, F) ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ
(S) plural: (?) ⲃⲁⲣⲁⲧⲉ"	"(S, A, B, F) ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ
(S) plural: (?) ⲃⲁⲣⲁⲧⲉ"	ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ, ⲃⲁⲣⲁⲧⲉ (?) (ⲛ)	"(S, A, B, F) ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ (ⲡ)
(S) ⲃⲁⲣⲁⲧⲉ (?) (ⲛ)"	ⲃⲁⲣⲱⲧ (B)			complete	noun male		brass, bronze	brass, bronze	brass, bronze	brass, bronze	brass, bronze	brass, bronze	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b	43	b	"ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ (ⲡ)
ⲃⲁⲣⲁⲧⲉ (?) (ⲛ)"	ⲃⲁⲣⲱⲧ					ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ (ⲡ)	ⲃⲁⲣⲱⲧ			ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ (ⲡ)	ⲃⲁⲣⲱⲧ	ⲃⲁⲣⲱⲧ, ⲃⲁⲣⲟⲧ (ⲡ)	ⲃⲁⲣⲱⲧ							594	592	43,44	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 222-->  <td colspan=""5"" class=""bordered"">(S) ϩⲟⲙⲛⲧ ⲛⲃ., ϩⲟⲙⲛⲧ ⲃ.
(A) ϩⲁⲙⲧ ⲃ.
(B) ϩⲟⲙⲧ ⲃ.</td> <td colspan=""4"" class=""bordered"">  <i>a composite metal</i> </td> <td rowspan=""1"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=44a"">44a</a></td> </tr> </table>"	"<ul> <li> (S) ϩⲟⲙⲛⲧ ⲛⲃ., ϩⲟⲙⲛⲧ ⲃ.
(A) ϩⲁⲙⲧ ⲃ.
(B) ϩⲟⲙⲧ ⲃ.<br/><i>a composite metal</i> </li> </ul>"	"(S) ϩⲟⲙⲛⲧ ⲛⲃ., ϩⲟⲙⲛⲧ ⲃ.
(A) ϩⲁⲙⲧ ⲃ.
(B) ϩⲟⲙⲧ ⲃ. a composite metal"
594	(S) baroS	1	(meaning unknown, prob designates a trade or office)	(meaning unknown, prob designates a trade or office)		44a	6	0	2009-09-14	2010-01-25	vagrant	vagrant	https://pishoyg.github.io/crum/594.html	(S) ⲃⲁⲣⲟϣ	(S) ⲃⲁⲣⲟϣ	(S) ⲃⲁⲣⲟϣ	(S) ⲃⲁⲣⲟϣ	ⲃⲁⲣⲟϣ	(S) ⲃⲁⲣⲟϣ (ⲡ)	ⲃⲁⲣⲟϣ (S)			complete	noun male		<i>meaning unknown, prob designates a trade or office</i>	meaning unknown, prob designates a trade or office	<i>meaning unknown, prob designates a trade or office</i>	<i>meaning unknown, prob designates a trade or office</i>	<i>meaning unknown, prob designates a trade or office</i>	meaning unknown, prob designates a trade or office	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=44a	44	a	ⲃⲁⲣⲟϣ (ⲡ)	ⲃⲁⲣⲟϣ																			595	593	44			
595	(S) breShu,bereShu,brShu (B) berShou	1	koriander seed /$gk: [[korion]]$/	koriander seed /$gk: [[korion]]$/	korion	44a	6	0	2009-09-14	2010-01-25	vagrant	vagrant	https://pishoyg.github.io/crum/595.html	"(S) ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ
(B) ⲃⲉⲣϣⲏⲟⲩ"	"(S) ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ
(B) ⲃⲉⲣϣⲏⲟⲩ"	"(S) ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ
(B) ⲃⲉⲣϣⲏⲟⲩ"	"(S) ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ
(B) ⲃⲉⲣϣⲏⲟⲩ"	ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ, ⲃⲉⲣϣⲏⲟⲩ	"(S) ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ (ⲡ)
(B) ⲃⲉⲣϣⲏⲟⲩ (ⲡ)"	ⲃⲉⲣϣⲏⲟⲩ (B)			complete	noun male	κοριον	koriander seed [κοριον]	koriander seed [κοριον]	koriander seed	"koriander seed <span style=""opacity:0.7"">[κοριον]</span>"	"koriander seed <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%BF%CF%81%CE%B9%CE%BF%CE%BD"">κοριον</a>]</span>"	koriander seed	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=44a	44	a	ⲃⲣⲉϣⲏⲩ, ⲃⲉⲣⲉϣⲏⲩ, ⲃⲣϣⲏⲩ (ⲡ)	ⲃⲣⲉϣⲏⲩ									ⲃⲉⲣϣⲏⲟⲩ (ⲡ)	ⲃⲉⲣϣⲏⲟⲩ									596	594	44			
