id	super_id	orthstring	pos_string	de	en	fr	etym_string	ascii_orth	search_string	oref_string	greek_id	ents	entry_xml_id	lemma_form_id
1078	482	"Subst. m.
ⲕⲱ ⲉⲃⲟⲗ~S^^CF3507
"	N	1@CS1250|~~~Freiheit, Vergebung;;;CD 97b; ChLCS 15a	1@CS1250|~~~freedom, remission, forgiveness;;;CD 97b; ChLCS 15a	1@CS1250|~~~rémission, pardon;;;CD 97b; ChLCS 15a		JX EBOK	"
ⲕⲱ ⲉⲃⲟⲗ~S^^CF3507
"	ⲕⲱ ⲉⲃⲟⲗ			C1074	CF3506
1079	482	"Adj.
ⲁⲧⲭⲱ ⲉⲃⲟⲗ~B^^CF3509
"	N	1@CS1251|~~~gnadenlos;;;CD 97b	1@CS1251|~~~without forgiveness;;;CD 97b	1@CS1251|~~~sans merci, impitoyable;;;CD 97b		ASVX EBOK	"
ⲁⲧⲭⲱ ⲉⲃⲟⲗ~B^^CF3509
"	ⲁⲧⲭⲱ ⲉⲃⲟⲗ			C1075	CF3508
1080	482	"Subst. m.
ⲙⲁ ⲛⲕⲱ ⲉⲃⲟⲗ~S^^CF3511
"	N	1@CS1252|~~~Ort der Vergebung;;;CD 97b	1@CS1252|~~~place of forgiveness, mercy-seat;;;CD 97b	1@CS1252|~~~lieu de miséricorde;;;CD 97b		LA MJX EBOK	"
ⲙⲁ ⲛⲕⲱ ⲉⲃⲟⲗ~S^^CF3511
"	ⲙⲁ ⲛⲕⲱ ⲉⲃⲟⲗ			C1076	CF3510
1081	482	"Subst. m.
ⲣⲉϥⲕⲱ ⲉⲃⲟⲗ~S^^CF3513
"	N	1@CS1253|~~~der Vergebende;;;CD 97b	1@CS1253|~~~forgiver;;;CD 97b	1@CS1253|~~~celui qui pardonne, le miséricordieux;;;CD 97b		QEZJX EBOK	"
ⲣⲉϥⲕⲱ ⲉⲃⲟⲗ~S^^CF3513
"	ⲣⲉϥⲕⲱ ⲉⲃⲟⲗ			C1077	CF3512
1082	482	"Subst. f.
ⲙⲛⲧⲣⲉϥⲕⲱ ⲉⲃⲟⲗ~S^^CF3515
|||Subst. f.
ⲙⲉⲧⲣⲉϥⲭⲱ ⲉⲃⲟⲗ~B^^CF3516
"	N	1@CS1254|~~~Vergebung;;;CD 97b	1@CS1254|~~~forgiveness;;;CD 97b	1@CS1254|~~~pardon;;;CD 97b		LMSQEZJX EBOK	"
ⲙⲛⲧⲣⲉϥⲕⲱ ⲉⲃⲟⲗ~S^^CF3515
ⲙⲉⲧⲣⲉϥⲭⲱ ⲉⲃⲟⲗ~B^^CF3516
"	ⲙⲛⲧⲣⲉϥⲕⲱ ⲉⲃⲟⲗ|||ⲙⲉⲧⲣⲉϥⲭⲱ ⲉⲃⲟⲗ			C1078	CF3514
1083	482	"Subst. f.
ϭⲓⲛⲕⲱ ⲉⲃⲟⲗ~S^^CF3518
"	N	1@CS1255|~~~Vergebung;;;CD 97b	1@CS1255|~~~forgiveness;;;CD 97b	1@CS1255|~~~pardon;;;CD 97b		eIMJX EBOK	"
ϭⲓⲛⲕⲱ ⲉⲃⲟⲗ~S^^CF3518
"	ϭⲓⲛⲕⲱ ⲉⲃⲟⲗ			C1079	CF3517
1084	482	"Subst. f.
ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ~B^^CF3520
"	N	1@CS1256|~~~Vergebung;;;CD 97b	1@CS1256|~~~forgiveness;;;CD 97b	1@CS1256|~~~pardon;;;CD 97b		dIMVX EBOK	"
ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ~B^^CF3520
"	ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ			C1080	CF3519
1085	482	"Subst. m.
ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ~B^^CF3522
"	N	1@CS1257|~~~Vergebung;;;CD 97b	1@CS1257|~~~forgiveness;;;CD 97b	1@CS1257|~~~pardon;;;CD 97b		dIMVX EBOK	"
ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ~B^^CF3522
"	ϫⲓⲛⲭⲱ ⲉⲃⲟⲗ			C1081	CF3521
1086	482	"Vb. ⲉⲡⲉⲥⲏⲧ
ⲕⲱ (ⲉⲡⲉⲥⲏⲧ)~S^^CF3524
"	V	1@CS1258|~~~herunterlassen;;;CD 97b; ChLCS 15a	1@CS1258|~~~put, let down;;;CD 97b; ChLCS 15a	1@CS1258|~~~abaisser;;;CD 97b; ChLCS 15a		JX EPERGS	"
ⲕⲱ ⲉⲡⲉⲥⲏⲧ~S^^CF3524
"	ⲕⲱ ⲉⲡⲉⲥⲏⲧ			C1082	CF3523
1087	482	"Vb. ⲉⲡⲁϩⲟⲩ
ⲕⲱ (ⲉⲡⲁϩⲟⲩ)~S^^CF3526
"	V	1@CS1259|~~~zurücklassen;;;CD 97b; KoptHWb 56	1@CS1259|~~~leave behind, over;;;CD 97b; KoptHWb 56	1@CS1259|~~~abandonner;;;CD 97b; KoptHWb 56		JX EPAcOT	"
ⲕⲱ ⲉⲡⲁϩⲟⲩ~S^^CF3526
"	ⲕⲱ ⲉⲡⲁϩⲟⲩ			C1083	CF3525
1088	482	"Vb. ⲉϩⲟⲩⲛ
ⲕⲱ (ⲉϩⲟⲩⲛ)~S^^CF3528
"	V	1@CS1260|~~~hineinlassen, zulassen;;;CD 97b; KoptHWb 56; ChLCS 15a	1@CS1260|~~~put in, admit;;;CD 97b; KoptHWb 56; ChLCS 15a	1@CS1260|~~~admettre;;;CD 97b; KoptHWb 56; ChLCS 15a		JX EcOTM	"
ⲕⲱ ⲉϩⲟⲩⲛ~S^^CF3528
"	ⲕⲱ ⲉϩⲟⲩⲛ			C1084	CF3527
1089	482	"Subst. f.
ϭⲓⲛⲕⲱ ⲉϩⲟⲩⲛ~S^^CF3530
"	N	1@CS1261|~~~Eingang;;;CD 98a; KoptHWb 56	1@CS1261|~~~entrance;;;CD 98a; KoptHWb 56	1@CS1261|~~~entrée;;;CD 98a; KoptHWb 56		eIMJX EcOTM	"
ϭⲓⲛⲕⲱ ⲉϩⲟⲩⲛ~S^^CF3530
"	ϭⲓⲛⲕⲱ ⲉϩⲟⲩⲛ			C1085	CF3529
1090	482	"Vb. ⲉϩⲣⲁⲓ
ⲕⲱ (ⲉϩⲣⲁⲓ)~S^^CF3532
"	V	1@CS1262|~~~niederlegen, beiseitelegen;;;CD 98a; KoptHWb 56; ChLCS 15b |||2@CS1263|~~~niederlegen, veröffentlichen;;;CD 98a; KoptHWb 56; ChLCS 15b |||3@CS1264|~~~darstellen, darlegen;;;CD 98a; KoptHWb 56 |||4@CS1265|~~~zurücklassen, verlassen;;;CD 98a; ChLCS 15b |||5@CS1266|~~~niederlegen, verlassen;;;CD 98a; ChLCS 15b	1@CS1262|~~~put, lay down, aside;;;CD 98a; KoptHWb 56; ChLCS 15b |||2@CS1263|~~~lay down, publish;;;CD 98a; KoptHWb 56; ChLCS 15b |||3@CS1264|~~~expose, set forth;;;CD 98a; KoptHWb 56 |||4@CS1265|~~~leave behind;;;CD 98a; ChLCS 15b |||5@CS1266|~~~lay down, abandon;;;CD 98a; ChLCS 15b	1@CS1262|~~~déposer;;;CD 98a; KoptHWb 56; ChLCS 15b |||2@CS1263|~~~publier;;;CD 98a; KoptHWb 56; ChLCS 15b |||3@CS1264|~~~publier;;;CD 98a; KoptHWb 56 |||4@CS1265|~~~abandonner;;;CD 98a; ChLCS 15b |||5@CS1266|~~~abandonner;;;CD 98a; ChLCS 15b		JX EcQAI	"
ⲕⲱ ⲉϩⲣⲁⲓ~S^^CF3532
"	ⲕⲱ ⲉϩⲣⲁⲓ			C1086	CF3531
1091	482	"Subst. m.
ⲕⲱ ⲉϩⲣⲁⲓ~S^^CF3534
"	N	1@CS1267|~~~Niederlegung, Bereitstellung;;;CD 98ab; ChLCS 15b	1@CS1267|~~~laying down, provision;;;CD 98ab; ChLCS 15b	1@CS1267|~~~dépôt;;;CD 98ab; ChLCS 15b		JX EcQAI	"
ⲕⲱ ⲉϩⲣⲁⲓ~S^^CF3534
"	ⲕⲱ ⲉϩⲣⲁⲓ			C1087	CF3533
1092	482	"Subst. f.
ϭⲓⲛⲕⲱ ⲉϩⲣⲁⲓ~S^^CF3536
"	N	1@CS1268|~~~Niederlegung, Niedergelegtes, Anlage, Art, Beschaffenheit;;;CD 98b; KoptHWb 56; ChLCS 15b	1@CS1268|~~~laying down, what is laid down, nature, fashion;;;CD 98b; KoptHWb 56; ChLCS 15b	1@CS1268|~~~dépôt;;;CD 98b; KoptHWb 56; ChLCS 15b		eIMJX EcQAI	"
ϭⲓⲛⲕⲱ ⲉϩⲣⲁⲓ~S^^CF3536
"	ϭⲓⲛⲕⲱ ⲉϩⲣⲁⲓ			C1088	CF3535
1093	482	"Subst. m.
ϫⲓⲛⲭⲱ ⲉϩⲣⲁⲓ~B^^CF3538
"	N	1@CS1269|~~~Niederlegung, Niedergelegtes, Anlage, Art, Beschaffenheit;;;CD 98b; KoptHWb 56; ChLCS 15b	1@CS1269|~~~laying down, what is laid down, nature, fashion;;;CD 98b; KoptHWb 56; ChLCS 15b	1@CS1269|~~~dépôt;;;CD 98b; KoptHWb 56; ChLCS 15b		dIMVX EcQAI	"
ϫⲓⲛⲭⲱ ⲉϩⲣⲁⲓ~B^^CF3538
"	ϫⲓⲛⲭⲱ ⲉϩⲣⲁⲓ			C1089	CF3537
1094	482	"Vb. ⲥⲁⲃⲟⲗ
ⲭⲱ (ⲥⲁⲃⲟⲗ)~B^^CF3540
"	V	1@CS1270|~~~ausschließen;;;CD 98b; KoptHWb 56	1@CS1270|~~~put outside, exclude;;;CD 98b; KoptHWb 56	1@CS1270|~~~mettre dehors, exclure;;;CD 98b; KoptHWb 56		VX RABOK	"
ⲭⲱ ⲥⲁⲃⲟⲗ~B^^CF3540
"	ⲭⲱ ⲥⲁⲃⲟⲗ			C1090	CF3539
1095	482	"Vb. ϩⲓⲃⲟⲗ
ⲕⲱ (ϩⲓⲃⲟⲗ)~S^^CF3542
"	V	1@CS1271|~~~ausschließen;;;CD 98b; KoptHWb 56 |||2@CS1272|~~~ausbreiten, verteilen;;;CD 98b	1@CS1271|~~~put outside, exclude, excommunicate;;;CD 98b; KoptHWb 56 |||2@CS1272|~~~lay out, distribute;;;CD 98b	1@CS1271|~~~mettre dehors, exclure, excommunier;;;CD 98b; KoptHWb 56 |||2@CS1272|~~~étaler, distribuer;;;CD 98b		JX cIBOK	"
ⲕⲱ ϩⲓⲃⲟⲗ~S^^CF3542
"	ⲕⲱ ϩⲓⲃⲟⲗ			C1091	CF3541
1096	483	"Subst. pl.
ⲕⲱ~S^^CF3544
"	N	1@CS1273|~~~Statue, Naos;;;CD 92a; KoptHWb 56; ChLCS 15b	1@CS1273|~~~statue, naos;;;CD 92a; KoptHWb 56; ChLCS 15b	1@CS1273|~~~châsse;;;CD 92a; KoptHWb 56; ChLCS 15b		JX	"
ⲕⲱ~S^^CF3544
"	ⲕⲱ			C1092	CF3543
1097	484	"Subst. m.
ⲕⲱⲓ~B^^CF3546
"	N	1@CS1274|~~~Ellbogen;;;CD 98b	1@CS1274|~~~elbow;;;CD 98b	1@CS1274|~~~coude;;;CD 98b		JXI	"
ⲕⲱⲓ~B^^CF3546
"	ⲕⲱⲓ			C1093	CF3545
1098	485	"Vb.
ⲕⲱⲃ~S^^CF3548
"	V	1@CS1275|~~~doppelt sein;;;CD 98b-99a |||2@CS1276|~~~verdoppeln;;;CD 99a; KoptHWb 57; ChLCS 15b |||3@CS1277|~~~kehrtmachen, falten, schließen;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1275|~~~be doubled;;;CD 98b-99a |||2@CS1276|~~~make double;;;CD 99a; KoptHWb 57; ChLCS 15b |||3@CS1277|~~~double back, fold, close;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1275|~~~être doublé;;;CD 98b-99a |||2@CS1276|~~~doubler, redoubler;;;CD 99a; KoptHWb 57; ChLCS 15b |||3@CS1277|~~~plier;;;CD 99a; KoptHWb 57; ChLCS 15b		JXB	"
ⲕⲱⲃ~S^^CF3548
"	ⲕⲱⲃ			C1094	CF3547
1099	485	"Subst. m.
ⲕⲱⲃ~S^^CF3550
"	N	1@CS1278|~~~Rückkehr, Wiederholung;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1278|~~~double, return, repetition;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1278|~~~répétition, doublement;;;CD 99a; KoptHWb 57; ChLCS 15b		JXB	"
ⲕⲱⲃ~S^^CF3550
"	ⲕⲱⲃ			C1095	CF3549
1100	485	"Subst.
ⲕⲃⲃⲉ~S^^CF3552
"	N	1@CS1279|~~~Falte;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1279|~~~fold, crease;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1279|~~~pli, ride;;;CD 99a; KoptHWb 57; ChLCS 15b		JBBE	"
ⲕⲃⲃⲉ~S^^CF3552
"	ⲕⲃⲃⲉ			C1096	CF3551
1101	485	"Subst. m.
ⲕⲟⲟⲃⲉϥ~S^^CF3554
"	N	1@CS1280|~~~Verdoppelung;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1280|~~~doubling;;;CD 99a; KoptHWb 57; ChLCS 15b	1@CS1280|~~~redoublement, duplication;;;CD 99a; KoptHWb 57; ChLCS 15b		JOOBEZ	"
ⲕⲟⲟⲃⲉϥ~S^^CF3554
"	ⲕⲟⲟⲃⲉϥ			C1097	CF3553
1102	486	"Subst. m.
ⲕⲱⲃ~B^^CF3556
"	N	1@CS1281|~~~Sauerteig;;;CD 99a; KoptHWb 57	1@CS1281|~~~leaven;;;CD 99a; KoptHWb 57	1@CS1281|~~~levain;;;CD 99a; KoptHWb 57		JXB	"
ⲕⲱⲃ~B^^CF3556
"	ⲕⲱⲃ			C1098	CF3555
1103	486	"Adj.
ⲁⲧⲕⲱⲃ~S^^CF3558
"	N	1@CS1282|~~~ungesäuert;;;CD 99a; KoptHWb 57	1@CS1282|~~~without leaven;;;CD 99a; KoptHWb 57	1@CS1282|~~~azyme;;;CD 99a; KoptHWb 57		ASJXB	"
ⲁⲧⲕⲱⲃ~S^^CF3558
"	ⲁⲧⲕⲱⲃ			C1099	CF3557
1104	487	"Subst. pl.
ⲕⲁⲃⲁⲓ~B^^CF3560
"	N	1@CS1283|~~~Korbwaren, Flechtkorb;;;CD 99a; KoptHWb 57	1@CS1283|~~~wickerwork;;;CD 99a; KoptHWb 57	1@CS1283|~~~vannerie;;;CD 99a; KoptHWb 57		JABAI	"
ⲕⲁⲃⲁⲓ~B^^CF3560
"	ⲕⲁⲃⲁⲓ			C1100	CF3559
1105	487	"Subst. m.
ⲕⲁⲃⲁⲓⲧⲏⲥ~B^^CF3562
"	N	1@CS1284|~~~Korbwarenhersteller, Korbflechter;;;CD 99a; DELC 71	1@CS1284|~~~maker of wickerwork;;;CD 99a; DELC 71	1@CS1284|~~~fabricant de cages;;;CD 99a; DELC 71		JABAISGR	"
ⲕⲁⲃⲁⲓⲧⲏⲥ~B^^CF3562
"	ⲕⲁⲃⲁⲓⲧⲏⲥ			C1101	CF3561
1106	488	"Subst. f.
ⲕⲏⲃⲓ~B^^CF3564
|||Subst. f.
ⲕⲁⲃⲓ~B^^CF3565
"	N	1@CS1285|~~~Gefäß, Krug;;;CD 99b; KoptHWb 57; DELC 71	1@CS1285|~~~jar, pitcher;;;CD 99b; KoptHWb 57; DELC 71	1@CS1285|~~~cruche;;;CD 99b; KoptHWb 57; DELC 71		JGBI	"
ⲕⲏⲃⲓ~B^^CF3564
ⲕⲁⲃⲓ~B^^CF3565
"	ⲕⲏⲃⲓ|||ⲕⲁⲃⲓ			C1102	CF3563
1107	489	"Subst. m.
ⲕⲏⲃⲓ~B^^CF3567
|||Subst. m.
ⲕⲉⲃⲓ~B^^CF3568
"	N	1@CS1286|~~~Honigkuchen;;;CD 99b; KoptHWb 57	1@CS1286|~~~honey cake;;;CD 99b; KoptHWb 57	1@CS1286|~~~gâteau au miel;;;CD 99b; KoptHWb 57		JGBI	"
ⲕⲏⲃⲓ~B^^CF3567
ⲕⲉⲃⲓ~B^^CF3568
"	ⲕⲏⲃⲓ|||ⲕⲉⲃⲓ			C1103	CF3566
1108	490	"Vb.
ⲕⲱⲱⲃⲉ~S^^CF3570
|||Vb.
ⲕⲱⲱϥⲉ~S^^CF3571
"	V	1@CS1287|~~~zwingen;;;CD 99b; KoptHWb 57; ChLCS 15b	1@CS1287|~~~compel, seize by force;;;CD 99b; KoptHWb 57; ChLCS 15b	1@CS1287|~~~forcer, prendre par force, contraindre;;;CD 99b; KoptHWb 57; ChLCS 15b		JXXBE	"
ⲕⲱⲱⲃⲉ~S^^CF3570
ⲕⲱⲱϥⲉ~S^^CF3571
"	ⲕⲱⲱⲃⲉ|||ⲕⲱⲱϥⲉ			C1104	CF3569
1109	490	"Subst. m.
ⲕⲃⲁ~S^^CF3573
"	N	1@CS1288|~~~Zwang, Druck, Zwangsarbeit;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1288|~~~compulsion, forced labour;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1288|~~~contrainte, travail forcé;;;CD 99b; KoptHWb 56; ChLCS 15b		JBA	"
ⲕⲃⲁ~S^^CF3573
"	ⲕⲃⲁ			C1105	CF3572
1110	490	"Vb. Kompositverb
ⲣⲕⲃⲁ~S^^CF3575
"	V	1@CS1289|~~~Zwangsarbeit leisten;;;CD 99b; KoptHWb 56	1@CS1289|~~~do forced labour;;;CD 99b; KoptHWb 56	1@CS1289|~~~effectuer des travaux forcés;;;CD 99b; KoptHWb 56	cf. #ⲉⲓⲣⲉ# machen, tun 	QJBA	"
ⲣⲕⲃⲁ~S^^CF3575
"	ⲣⲕⲃⲁ			C1106	CF3574
1111	490	"Subst. m.
ⲕⲃⲁ~S^^CF3577
"	N	1@CS1290|~~~Rache;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1290|~~~vengeance;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1290|~~~vengeance;;;CD 99b; KoptHWb 56; ChLCS 15b		JBA	"
ⲕⲃⲁ~S^^CF3577
"	ⲕⲃⲁ			C1107	CF3576
1112	490	"Vb. Kompositverb
ⲣⲕⲃⲁ~S^^CF3579
"	V	1@CS1291|~~~Rache nehmen, sich rächen;;;CD 99b; KoptHWb 56	1@CS1291|~~~do vengeance;;;CD 99b; KoptHWb 56	1@CS1291|~~~se venger;;;CD 99b; KoptHWb 56	cf. #ⲉⲓⲣⲉ# machen, tun 	QJBA	"
ⲣⲕⲃⲁ~S^^CF3579
"	ⲣⲕⲃⲁ			C1108	CF3578
1113	490	"Vb. Kompositverb
ϯⲕⲃⲁ~S^^CF3581
"	V	1@CS1292|~~~rächen;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1292|~~~avenge;;;CD 99b; KoptHWb 56; ChLCS 15b	1@CS1292|~~~venger;;;CD 99b; KoptHWb 56; ChLCS 15b	cf. #ϯ# geben, zahlen, verkaufen 	SIJBA	"
ϯⲕⲃⲁ~S^^CF3581
"	ϯⲕⲃⲁ			C1109	CF3580
1114	490	"Vb. Kompositverb
ϫⲓⲕⲃⲁ~S^^CF3583
"	V	1@CS1293|~~~Rache nehmen;;;CD 99b; KoptHWb 56	1@CS1293|~~~take vengeance;;;CD 99b; KoptHWb 56	1@CS1293|~~~prendre sa revanche, se venger;;;CD 99b; KoptHWb 56	cf. #ϫⲓ# nehmen, erhalten 	dIJBA	"
ϫⲓⲕⲃⲁ~S^^CF3583
"	ϫⲓⲕⲃⲁ			C1110	CF3582
1115	490	"Subst. m.
ϫⲓⲕⲃⲁ~S^^CF3585
"	N	1@CS1294|~~~Vergeltung, Entschädigung;;;CD 100a; ChLCS 15b	1@CS1294|~~~retribution, compensation;;;CD 100a; ChLCS 15b	1@CS1294|~~~rétribution;;;CD 100a; ChLCS 15b		dIJBA	"
ϫⲓⲕⲃⲁ~S^^CF3585
"	ϫⲓⲕⲃⲁ			C1111	CF3584
1116	491	"Vb.
ⲕⲃⲟ~S^^CF3587
|||Vb.
ⲕⲃⲁ~S^^CF3588
"	V	1@CS1295|~~~kalt sein, kalt werden;;;CD 100a; KoptHWb 57 |||2@CS1296|~~~abkühlen;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1295|~~~be, become cool;;;CD 100a; KoptHWb 57 |||2@CS1296|~~~make cool;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1295|~~~être frais, devenir frais;;;CD 100a; KoptHWb 57 |||2@CS1296|~~~rafraîchir;;;CD 100a; KoptHWb 57; ChLCS 15b		JBO	"
ⲕⲃⲟ~S^^CF3587
ⲕⲃⲁ~S^^CF3588
"	ⲕⲃⲟ|||ⲕⲃⲁ			C1112	CF3586
1117	491	"Subst. m.
ⲕⲃⲟ~S^^CF3590
|||Subst. m.
ⲕⲃⲁ~S^^CF3591
"	N	1@CS1297|~~~Abkühlung, Kälte, Abkühlung;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1297|~~~coolness;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1297|~~~rafraîchissement, fraîcheur;;;CD 100a; KoptHWb 57; ChLCS 15b		JBO	"
ⲕⲃⲟ~S^^CF3590
ⲕⲃⲁ~S^^CF3591
"	ⲕⲃⲟ|||ⲕⲃⲁ			C1113	CF3589
1118	491	"Vb. Kompositverb
ϯⲕⲃⲟ~S^^CF3593
"	V	1@CS1298|~~~abkühlen;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1298|~~~make cool;;;CD 100a; KoptHWb 57; ChLCS 15b	1@CS1298|~~~rafraîchir;;;CD 100a; KoptHWb 57; ChLCS 15b	cf. #ϯ# geben, zahlen, verkaufen 	SIJBO	"
ϯⲕⲃⲟ~S^^CF3593
"	ϯⲕⲃⲟ			C1114	CF3592
1119	491	"Vb. Kompositverb
ϫⲓⲕⲃⲟ~S^^CF3595
"	V	1@CS1299|~~~erfrischt werden, abgekühlt werden;;;CD 100a; KoptHWb 57	1@CS1299|~~~get cooling, refreshment;;;CD 100a; KoptHWb 57	1@CS1299|~~~être rafraîchi;;;CD 100a; KoptHWb 57	cf. #ϫⲓ# nehmen, erhalten 	dIJBO	"
ϫⲓⲕⲃⲟ~S^^CF3595
"	ϫⲓⲕⲃⲟ			C1115	CF3594
1120	491	"Subst.
ⲕⲃⲱⲟⲩ~S^^CF3597
"	N	1@CS1300|~~~kühler Wind (KoptHWb); Kühle (CD);;;CD 100a; KoptHWb 57	1@CS1300|~~~cool wind (KoptHWb); coolness (CD);;;CD 100a; KoptHWb 57	1@CS1300|~~~vent frais (KoptHWb); fraîcheur (CD);;;CD 100a; KoptHWb 57		JBXOT	"
ⲕⲃⲱⲟⲩ~S^^CF3597
"	ⲕⲃⲱⲟⲩ			C1116	CF3596
1121	492	"Subst.
ⲕⲱⲃϩ~S^^CF3599
|||Subst.
ⲕⲟⲟⲃϩ~S^^CF3600
"	N	1@CS1301|~~~Sehne, Schnur, Seil;;;CD 100ab; KoptHWb 57; ChLCS 16a	1@CS1301|~~~sinew, cord;;;CD 100ab; KoptHWb 57; ChLCS 16a	1@CS1301|~~~tendon, corde;;;CD 100ab; KoptHWb 57; ChLCS 16a		JXBc	"
ⲕⲱⲃϩ~S^^CF3599
ⲕⲟⲟⲃϩ~S^^CF3600
"	ⲕⲱⲃϩ|||ⲕⲟⲟⲃϩ			C1117	CF3598
1122	493	"Subst. pl.
ⲕⲁⲕ~S^^CF3602
"	N	1@CS1302|~~~Teil des Vogels;;;CD 100b; KoptHWb 58; ChLCS 16a	1@CS1302|~~~part of bird;;;CD 100b; KoptHWb 58; ChLCS 16a	1@CS1302|~~~partie d'un oiseau;;;CD 100b; KoptHWb 58; ChLCS 16a		JAJ	"
ⲕⲁⲕ~S^^CF3602
"	ⲕⲁⲕ			C1118	CF3601
1123	494	"Subst. pl.
ⲕⲟⲩⲕ~S^^CF3604
|||Subst. pl.
ⲕⲟⲩⲕⲉ~S^^CF3605
"	N	1@CS1303|~~~Rinde;;;CD 100ab; KoptHWb 59; DELC 74; ChLCS 16b	1@CS1303|~~~rhind;;;CD 100ab; KoptHWb 59; DELC 74; ChLCS 16b	1@CS1303|~~~écorce;;;CD 100ab; KoptHWb 59; DELC 74; ChLCS 16b		JOTJ	"
ⲕⲟⲩⲕ~S^^CF3604
ⲕⲟⲩⲕⲉ~S^^CF3605
"	ⲕⲟⲩⲕ|||ⲕⲟⲩⲕⲉ			C1119	CF3603
1124	495	"Subst. f.
ⲕⲟⲩⲕ~S^^CF3607
"	N	1@CS1304|~~~ein Vogel;;;CD 100b; KoptHWb 59; ChLCS 16a	1@CS1304|~~~a bird;;;CD 100b; KoptHWb 59; ChLCS 16a	1@CS1304|~~~espèce d'oiseau;;;CD 100b; KoptHWb 59; ChLCS 16a		JOTJ	"
ⲕⲟⲩⲕ~S^^CF3607
"	ⲕⲟⲩⲕ			C1120	CF3606
1125	496	"Subst.
ⲕⲟⲩⲕ~S^^CF3609
|||Subst.
ϭⲟⲩϭ~S^^CF3610
"	N	1@CS1305|~~~Doumnuss;;;CD 100b; KoptHWb 59; ChLCS 16a	1@CS1305|~~~fruit of the doum palm;;;CD 100b; KoptHWb 59; ChLCS 16a	1@CS1305|~~~noix du palmier doum;;;CD 100b; KoptHWb 59; ChLCS 16a		JOTJ	"
ⲕⲟⲩⲕ~S^^CF3609
ϭⲟⲩϭ~S^^CF3610
"	ⲕⲟⲩⲕ|||ϭⲟⲩϭ			C1121	CF3608
1126	497	"Vb.
ⲕⲱⲕ~S^^CF3612
"	V	1@CS1306|~~~schälen, ausziehen, entledigen;;;CD 100b; ChLCS 16b |||2@CS1307|~~~schälen, abstreifen, nackt werden;;;CD 100b; ChLCS 16b	1@CS1306|~~~peel, strip off, divest;;;CD 100b; ChLCS 16b |||2@CS1307|~~~peel off, become bare;;;CD 100b; ChLCS 16b	1@CS1306|~~~desquamer, peler;;;CD 100b; ChLCS 16b |||2@CS1307|~~~dévêtir, déshabiller;;;CD 100b; ChLCS 16b		JXJ	"
ⲕⲱⲕ~S^^CF3612
"	ⲕⲱⲕ			C1122	CF3611
1127	497	"Subst. m.
ⲕⲱⲕ~S^^CF3614
"	N	1@CS1308|~~~Nacktheit, Blöße;;;CD 100b; ChLCS 16b	1@CS1308|~~~bareness, nakedness;;;CD 100b; ChLCS 16b	1@CS1308|~~~nudité;;;CD 100b; ChLCS 16b		JXJ	"
ⲕⲱⲕ~S^^CF3614
"	ⲕⲱⲕ			C1123	CF3613
1128	497	"Vb. ⲉⲃⲟⲗ
ⲕⲱⲕ (ⲉⲃⲟⲗ)~S^^CF3616
"	V	1@CS1309|~~~schälen, ausziehen, entledigen;;;CD 100b	1@CS1309|~~~peel, strip off, divest;;;CD 100b	1@CS1309|~~~desquamer, peler;;;CD 100b		JXJ EBOK	"
ⲕⲱⲕ ⲉⲃⲟⲗ~S^^CF3616
"	ⲕⲱⲕ ⲉⲃⲟⲗ			C1124	CF3615
1129	497	"Vb. Kompositverb
ⲕⲱⲕ ⲁϩⲏⲩ~S^^CF3618
"	V	1@CS1310|~~~ausziehen, entblößen;;;CD 101a; KoptHWb 59; ChLCS 16b |||2@CS1311|~~~nackt sein;;;CD 101a; ChLCS 16b	1@CS1310|~~~strip, make naked;;;CD 101a; KoptHWb 59; ChLCS 16b |||2@CS1311|~~~be naked;;;CD 101a; ChLCS 16b	1@CS1310|~~~déshabiller, mettre à nu;;;CD 101a; KoptHWb 59; ChLCS 16b |||2@CS1311|~~~être nu;;;CD 101a; ChLCS 16b		JXJ AcGT	"
ⲕⲱⲕ ⲁϩⲏⲩ~S^^CF3618
"	ⲕⲱⲕ ⲁϩⲏⲩ			C1125	CF3617
