Ρεϥκωτ `ν μενϩηςιϯ,refkwt en menhysiti,refkwt `n menhysiti,refkwt `n menhysiti,اسم,مذكر,,Project builder,,بان مشروع,,,,,,
ερκαβ,erkab,erkab,erkab,فعل,,,to engineer,,يهندس,يصمم هندسيا,,,,,
ρεϥκαβ,refkab,refkab,refkab,اسم,مذكر,,Engineer,,مهندس,,,,,,
μετρεϥκαβ,metrefkab,metrefkab,metrefkab,اسم,مؤنث,,Engineering,,,هندسة,,,,,
Ρεϥερϩεμι `μμετρεϥκαβ,referhemi emmetrefkab,referhemi `mmetrefkab,referhemi `mmetrefkab,اسم,مؤنث,,Engineering manager,,,مدير هندسة,,,,,
μετ`ϫφο ,metegpho ,met`gpho ,met`gpho ,اسم,مؤنث,,Production,,,انتاج,,,,,
Ρεϥερϩεμι `μμετ`ϫφο ,referhemi emmetegpho ,referhemi `mmet`gpho ,referhemi `mmet`gpho ,اسم,مذكر,,Production Manager,,,مدير انتاج,,,,,
ϫινϣωκ,ginshwk,ginshwk,ginshwk,اسم,مذكر,,Mining,,,تنقيب,,,,,
μετρωουϣ,metrwoush,metrwoush,metrwoush,اسم,مؤنث,,Care,,عناية,,,,,,
μα`μηϯ,maemyti,ma`myti,ma`myti,اسم,مذكر,,center,,,مركز,,,,,
μαναφε,manaphe,manaphe,manaphe,اسم,مذكر,,headquarters,,مركز رئيسي,,,,,,
μα`μηϯ `μμετρωουϣ `νταλϭο,maemyti emmetrwoush entaltsho,ma`myti `mmetrwoush `ntaltsho,ma`myti `mmetrwoush `ntaltsho,,,,health care center,,,مركز رعاية صحية,,,,,
μα`μηϯ `μμετρωουϣ `ν`ϧροϯ,maemyti emmetrwoush enekhroti,ma`myti `mmetrwoush `n`khroti,ma`myti `mmetrwoush `n`khroti,اسم,مذكر,,Child Care center,,,مركز رعاية أطفال,,,,,
Ρεϥερϩεμι `μμα`μηϯ `μμετρωουϣ `ν`ϧροϯ,referhemi emmaemyti emmetrwoush enekhroti,referhemi `mma`myti `mmetrwoush `n`khroti,referhemi `mma`myti `mmetrwoush `n`khroti,اسم,مذكر,,Child Care center manager,,,,مدير مركز رعاية أطفال,,,,
`νϯφαϧρι,entiphakhri,`ntiphakhri,`ntiphakhri,صفة,,,Medical,,طبي,,,,,,
Ρεϥερϩεμι `νϯφαϧρι,referhemi entiphakhri,referhemi `ntiphakhri,referhemi `ntiphakhri,اسم,مذكر,,Medical administrator,,,مدير طبي,,,,,
ϯϫιϫ `νϯφαϧρι,tigig entiphakhri,tigig `ntiphakhri,tigig `ntiphakhri,فعل,,,Nurse,,,يمرض,,,,,
ϫινϯϫιϫ `νϯφαϧρι,gintigig entiphakhri,gintigig `ntiphakhri,gintigig `ntiphakhri,اسم,مذكر,,Nursing  ,,,تمريض,,,,,
ρεϥϯϫιϫ`νςηινι,reftigigensyini,reftigig`nsyini,reftigig`nsyini,اسم,مذكر ، مؤنث,,Nurse ,,ممرضة,ممرض,,,,,
μαϩωβςηινι,mahwbsyini,mahwbsyini,mahwbsyini,اسم,مذكر,,clinic,,عيادة,,,,,,
`μμαϩωβςηινι,emmahwbsyini,`mmahwbsyini,`mmahwbsyini,صفة,,,clinical,,,متعلق بالعيادة,,,,,
Ρεϥερϩεμι `νϫινϯϫιϫ `νϯφαϧρι `μμαϩωβςηινι,referhemi engintigig entiphakhri emmahwbsyini,referhemi `ngintigig `ntiphakhri `mmahwbsyini,referhemi `ngintigig `ntiphakhri `mmahwbsyini,اسم,مذكر,,Nursing clinical director,,,,مدير تمريض في العيادة,,,,
ταλϭο,taltsho,taltsho,taltsho,اسم,مذكر,,health,,صحة,,,,,,
`νϩουιτ,enhouit,`nhouit,`nhouit,صفة,,,Primary,,أولي,,,,,,
Ρεϥερϩεμι `νϫινςοβϯ `νϩουιτ `νταλϭο,referhemi enginsobti enhouit entaltsho,referhemi `nginsobti `nhouit `ntaltsho,referhemi `nginsobti `nhouit `ntaltsho,اسم,مذكر,,Primary health organisation manager,,,,,مدير منظمة رعاية صحية أولية,,,
νανεςαϩνι,nanesahni,nanesahni,nanesahni,اسم,,,Welfare,,دعم اجتماعي,رفاهية اجتماعية,,,,,
Ρεϥερϩεμι `μμα`μηϯ `ννανεςαϩνι,referhemi emmaemyti ennanesahni,referhemi `mma`myti `nnanesahni,referhemi `mma`myti `nnanesahni,اسم,مذكر,,Welfare centre manager,,,,مدير مركز رفاعية اجتماعية,,,,مدير مركز دعم اجتماعي
ςωρ,swr,swr,swr,صفة,,,general,,عام,,,,,,
ρεϥϥιωπ,reffiwp,reffiwp,reffiwp,اسم,مذكر,,Accountant,,محاسب,,,,,,
Ρεϥϥιωπ `μμετϩεμι,reffiwp emmethemi,reffiwp `mmethemi,reffiwp `mmethemi,اسم,مذكر,,Management accountant,,,,محاسب إدارة,,,,
εμιωνϧ,emiwnkh,emiwnkh,emiwnkh,اسم,مذكر,,biology,أحياء,,,,,,,
μετςωκι,metswki,metswki,metswki,اسم,مؤنث,,Taxation,ضرائب,,,,,,,
ρεϥϥιωπ `μμετςωκι,reffiwp emmetswki,reffiwp `mmetswki,reffiwp `mmetswki,اسم,مذكر,,Taxation accountant,,,محاسب ضرائب,,,,,
ρεϥκοτωπ,refkotwp,refkotwp,refkotwp,اسم,مذكر,,auditor,,مراجع حسابات,,,,,,
`μβολ,embol,`mbol,`mbol,صفة,,,External,,خارجي,,,,,,
ρεϥκοτωπ `μβολ,refkotwp embol,refkotwp `mbol,refkotwp `mbol,اسم,مذكر,,External auditor,,,مراجع حسابات خارجي,,,,,
ὲϧουν,ὲkhoun,ὲkhoun,ὲkhoun,صفة,,,Internal,,داخلي,,,,,,
ρεϥκοτωπ ὲϧουν,refkotwp ὲkhoun,refkotwp ὲkhoun,refkotwp ὲkhoun,اسم,مذكر,,Internal auditor,,,مراجع حسابات داخلي,,,,,
ρεϥϥιωπ `μμεττενϩουτ,reffiwp emmettenhout,reffiwp `mmettenhout,reffiwp `mmettenhout,اسم,مذكر,,Actuary,,محاسب تأمينات,,,,,,
μεττενϩουτ,mettenhout,mettenhout,mettenhout,اسم,مؤنث,,insurance,, تأمينات,تأمين,,,,,
ρεϥϩεμιχαινηι,refhemiqainyi,refhemiqainyi,refhemiqainyi,اسم,مذكر,,economist,,اقتصادي ,,,,,,
ρεϥϩεμιχαινηι `νκαϩι,refhemiqainyi enkahi,refhemiqainyi `nkahi,refhemiqainyi `nkahi,اسم,مذكر,,Land economist,,,اقتصادي أراضي,,,,,
ρεϥςουεν,refsouen,refsouen,refsouen,اسم,مذكر,,Valuer,,,مقيم,مثمن,,,,
ϫοι,goi,goi,goi,اسم,مذكر,,Ship,,,سفينة,,,,,
Ρεϥκαβ `νϫοι,refkab engoi,refkab `ngoi,refkab `ngoi,اسم,مذكر,,Ship's engineer,,,مهندس سفينة,,,,,
νεβϫοι,nebgoi,nebgoi,nebgoi,اسم,مذكر,,Ship's master,,,مسئول سفينة,,,,,
ρεϥαμονι,refamoni,refamoni,refamoni,اسم,مذكر,,officer,,,ضابط,,,,,
ρεϥαμονι `νϫοι,refamoni engoi,refamoni `ngoi,refamoni `ngoi,اسم,مذكر,,Ship's officer,,,ضابط سفينة,,,,,
αφεκωτ,aphekwt,aphekwt,aphekwt,اسم,مذكر,,Architect,,مهندس معماري,,,,,,
αφεκωτ `νκαϩι,aphekwt enkahi,aphekwt `nkahi,aphekwt `nkahi,اسم,مذكر,,Landscape architect,,,مهندس أراضي معماري,,,مساح أراضي,,
ϫωβι`νκαϩι,gwbienkahi,gwbi`nkahi,gwbi`nkahi,اسم,مذكر,,map,,خريطة,,,,,,
ρεϥϫωβι`νκαϩι,refgwbienkahi,refgwbi`nkahi,refgwbi`nkahi,اسم,مذكر,,Cartographer,,رسام خرائط,,,,,,
μετουρεϩ,metoureh,metoureh,metoureh,اسم,مذكر,,space,,فضاء,,,,,,
ρεϥεμι ,refemi ,refemi ,refemi ,اسم,مذكر,,Scientist,,عالم,,,,,,
ρεϥεμι `μμετουρεϩ,refemi emmetoureh,refemi `mmetoureh,refemi `mmetoureh,اسم,مذكر,,Space Scientist,,,عالم فضاء,,,,,
ϫινϣινι,ginshini,ginshini,ginshini,اسم,مذكر,,Survey,,استقصاء رأي,,,,,,
ρεϥϧοτϧετ,refkhotkhet,refkhotkhet,refkhotkhet,اسم,مذكر,,Surveyor,,مفتش,,,,,,
πατιρι,patiri,patiri,patiri,اسم,مذكر,,Chemistry,,كيمياء,,,,,,
`μπατιρι,empatiri,`mpatiri,`mpatiri,صفة,,,Chemical,,كيميائي,,,,,,
Ρεϥκαβ `μπατιρι,refkab empatiri,refkab `mpatiri,refkab `mpatiri,اسم,مذكر,,Chemical engineer,,,,,,,,
`μπατ ,empat ,`mpat ,`mpat ,صفة,,,Material ,,مادي,,,,,,
Ρεϥκαβ `μπατ ,refkab empat ,refkab `mpat ,refkab `mpat ,اسم,مذكر,,Materials engineer,,,مهندس مواد,,,,,
`μβακι,embaki,`mbaki,`mbaki,صفة,,,Civil ,,مادة,,,,,,
Ρεϥκαβ `μβακι,refkab embaki,refkab `mbaki,refkab `mbaki,اسم,مذكر,,Civil engineer,,,مهندس مدني,,,,,
`νκαϩι,enkahi,`nkahi,`nkahi,صفة,,,Geo,,أرضي,,,,,,
`νιεβκαϩι,eniebkahi,`niebkahi,`niebkahi,صفة,,,Geotechnical,,,تقنية أرضية,,,,,
Ρεϥκαβ `νιεβκαϩι,refkab eniebkahi,refkab `niebkahi,refkab `niebkahi,اسم,مذكر,,Geotechnical engineer,,,مهندس تقنية أرضية,,,,,
ρεϥϧοτϧετ `ν`ϩρεϣι,refkhotkhet enehreshi,refkhotkhet `n`hreshi,refkhotkhet `n`hreshi,اسم,مذكر,,Quantity surveyor,,,مساح كميات,,,,,
μετκωτ,metkwt,metkwt,metkwt,اسم,مؤنث,,Structure,,إنشاء,بنية,,,,,
`μμετκωτ,emmetkwt,`mmetkwt,`mmetkwt,صفة,,,Structural,,,بنيوي,,,,,
Ρεϥκαβ `μμετκωτ,refkab emmetkwt,refkab `mmetkwt,refkab `mmetkwt,اسم,مذكر,,Structural engineer,,,مهندس بنية,,,,,
ωλιϩιτεν,wlihiten,wlihiten,wlihiten,فعل,,,Transport,,يوصل,,,,,,
ϫινωλιϩιτεν,ginwlihiten,ginwlihiten,ginwlihiten,اسم,مذكر,,Transporting,,توصيل,,,,,,
μετωλιϩιτεν,metwlihiten,metwlihiten,metwlihiten,اسم,مؤنث,,Transport,Transportation,,مواصلات,,,,,
Ρεϥκαβ `μμετωλιϩιτεν,refkab emmetwlihiten,refkab `mmetwlihiten,refkab `mmetwlihiten,اسم,مذكر,,Transport engineer,,,مهندس مواصلات,,,,,
`μμετκουϫιπατ,emmetkougipat,`mmetkougipat,`mmetkougipat,صفة,,,Electrical,,,,,,,,
Ρεϥκαβ `μμετκουϫιπατ,refkab emmetkougipat,refkab `mmetkougipat,refkab `mmetkougipat,اسم,مذكر,,Electrical engineer,,,مهندس كهرباء,,,,,
Ρεϥκαβ `νκουϫιπατ,refkab enkougipat,refkab `nkougipat,refkab `nkougipat,اسم,مذكر,,Electronics engineer,,,مهندس إليكترونيات,,,,,
ρεϥϭοϫι  `μμετκουϫιπατ,reftshogi  emmetkougipat,reftshogi  `mmetkougipat,reftshogi  `mmetkougipat,اسم,مذكر,,electrical current,,,تيار كهربائي,,,,,
ρεϥϭοϫι,reftshogi,reftshogi,reftshogi,اسم,مذكر,,current,,تيار,جاري,,,,,
μετρεϥςωντ,metrefswnt,metrefswnt,metrefswnt,اسم,مؤنث,,Industry,,صناعة,,,,,,
`μμετρεϥςωντ,emmetrefswnt,`mmetrefswnt,`mmetrefswnt,صفة,,,Industrial,,صناعي,,,,,,
Ρεϥκαβ `μμετρεϥςωντ,refkab emmetrefswnt,refkab `mmetrefswnt,refkab `mmetrefswnt,اسم,مذكر,,Industrial engineer,,,مهندس صناعي,,,,,
ϭομευὶ,tshomeuὶ,tshomeuὶ,tshomeuὶ,فعل,,,culturalize,يثقف,,,,,,,
μετϭομευὶ,mettshomeuὶ,mettshomeuὶ,mettshomeuὶ,اسم,مؤنث,,culture,ثقافة,,,,,,,
`μμετϭομευὶ,emmettshomeuὶ,`mmettshomeuὶ,`mmettshomeuὶ,صفة,,,cultural,ثقافي,,,,,,,
μετϯενςα,mettiensa,mettiensa,mettiensa,اسم,مؤنث,,tradition,تقليد,,,,,,,
`μμετϯενςα,emmettiensa,`mmettiensa,`mmettiensa,اسم,مؤنث,,traditional,تقليدي,,,,,,,
ρεϥωνϧεμτο,refwnkhemto,refwnkhemto,refwnkhemto,اسم,مذكر,,ancestry,شخص عاش في الماضي,سلف,,,,,,
ρεϥωνϧμενενςα,refwnkhmenensa,refwnkhmenensa,refwnkhmenensa,اسم,مذكر,,descendent,من عاش في فترة لاحقة,خلف,,,,,,
`νρω,enrw,`nrw,`nrw,صفة,,,oral,شفوي,فموي,,,,,,
μαναυιεβ,manauieb,manauieb,manauieb,اسم,مذكر,,theater,مسرح,سينما,صالة عرض,,,,,
ερεςμοτ,eresmot,eresmot,eresmot,فعل,,,act ,,يمثل,,,,,,
ϫινερεςμοτ,gineresmot,gineresmot,gineresmot,اسم,مذكر,,acting,,تمثيل,,,,,,
ρεϥερεςμοτ,referesmot,referesmot,referesmot,اسم,مذكر,,actor,actress,ممثل,ممثلة,,,,,
ερεμεφρηϯ,eremephryti,eremephryti,eremephryti,فعل,,,imitate,يقلد,,,,,,,
ιεβ,ieb,ieb,ieb,اسم,مذكر,,art,فن,,,,,,,
`νιεβ,enieb,`nieb,`nieb,صفة,,,technical,artistic,فني,,,,,,
μετιεβ,metieb,metieb,metieb,اسم,مؤنث,,technicality,,النواحي الفنية,,,,,,
ρα,ra,ra,ra,فعل,,,practice,,يمارس,,,,,,
ρεϥρα,refra,refra,refra,اسم,مذكر,,practitioner,فاعل,ممارس ,,,,,,
μετρα,metra,metra,metra,اسم,مؤنث,,practice,,ممارسة,,,,,,
`μμετρα,emmetra,`mmetra,`mmetra,صفة,,,practical,,عملي,,,,,,
θωουτς,thwouts,thwouts,thwouts,اسم,مؤنث ,,society,مجتمع,جماعة,,,,,,
`νθωουτς,enthwouts,`nthwouts,`nthwouts,صفة,,,social  ,اجتماعي,مجتمعي,,,,,,
θωϣϣεμϣι,thwshshemshi,thwshshemshi,thwshshemshi,فعل,,,make rite,,يعمل طقس,,,,,,
μετθωϣϣεμϣι,metthwshshemshi,metthwshshemshi,metthwshshemshi,اسم,مؤنث,,rite,,طقس,,,,,,
`μπιθωϣϣεμϣι,empithwshshemshi,`mpithwshshemshi,`mpithwshshemshi,صفة,,,ritual,,طقسي,,,,,,
μετλωιϫι,metlwigi,metlwigi,metlwigi,اسم,مؤنث,,occasion,,مناسبة,,,,,,
`νϣαι ,enshai ,`nshai ,`nshai ,صفة,,,celebrational,,احتفالي,,,,,,
μετμεςιο,metmesio,metmesio,metmesio,اسم,مؤنث,,nature,,طبيعة,,,,,,
φα,pha,pha,pha,صفة,مذكر,,concerning,related to,,متعلق ب ,خاص ب,,,,
θα,tha,tha,tha,صفة,مؤنث,,concerning,related to,,متعلق ب ,خاص ب,,,,
να ,na ,na ,na ,صفة,جمع,,concerning,related to,,متعلق ب ,خاص ب,,,,
θο,tho,tho,tho,اسم,مذكر,,universe,الكون,,,,,,,
μετκαβ,metkab,metkab,metkab,اسم,مؤنث,,skill,مهارة,,,,,,,
ϫινερϩωβ,ginerhwb,ginerhwb,ginerhwb,اسم,مؤنث,,profession,حرفة,صنعة,,,,,,
ερεϫφο,eregpho,eregpho,eregpho,فعل,,,produce,,ينتج,,,,,,
μετςεμνητς,metsemnyts,metsemnyts,metsemnyts,اسم,مؤنث,,convention,,,اتفاقية,,,,,
μετρεϥωϣ,metrefwsh,metrefwsh,metrefwsh,اسم,مؤنث,,treaty,,,معاهدة,,,,,
ϫιμραμα,gimrama,gimrama,gimrama,اسم,مذكر,,agreement,,اتفاقية,,,,,,
ατϭινεμ,attshinem,attshinem,attshinem,صفة,,,intangible,,غير ملموس,,,,,,
ϫιναρεϩ,ginareh,ginareh,ginareh,اسم,مذكر,,safeguarding,,حفاظ,,,,,,
`μφαεϩλι,emphaehli,`mphaehli,`mphaehli,صفة,,,private,خاص,,,,,,,
μετφαεϩλι,metphaehli,metphaehli,metphaehli,اسم,مؤنث,,privacy,خصوصية,,,,,,,
κουϫιτοι,kougitoi,kougitoi,kougitoi,اسم,مذكر,,particle,جزيء,,,,,,,
χαιϯϩωβ,qaitihwb,qaitihwb,qaitihwb,اسم,مذكر,,machine,ألة,ماكينة,,,,,,
`νχαιϯϩωβ,enqaitihwb,`nqaitihwb,`nqaitihwb,صفة,,,Mechanical,,ألي,,,,,,
ρεϥκαβ `νχαιϯϩωβ,refkab enqaitihwb,refkab `nqaitihwb,refkab `nqaitihwb,اسم,مذكر,,Mechanical engineer,,,مهندس ميكانيكا,,,,,
ρεϥκαβ `μμετ`ϫφο,refkab emmetegpho,refkab `mmet`gpho,refkab `mmet`gpho,اسم,مذكر,,Production engineer,,,مهندس انتاج,,,,,
ρωτ,rwt,rwt,rwt,اسم,مذكر,,plant,,مصنع,,,,,,
μα`μμετρεϥςωντ,maemmetrefswnt,ma`mmetrefswnt,ma`mmetrefswnt,اسم,مذكر,,,factory,مصنع,,,,,,
ρεϥκαβ `νρωτ,refkab enrwt,refkab `nrwt,refkab `nrwt,اسم,مذكر,,plant engineer,,,,,,,,
ϫινϣωκ,ginshwk,ginshwk,ginshwk,اسم,مذكر,,Mining ,تنقيب,,,,,,,
ρεϥκαβ `νϫινϣωκ,refkab enginshwk,refkab `nginshwk,refkab `nginshwk,اسم,مذكر,,Mining engineer,,,مهندس تنقيب,,,,,
πετρολιομ,petroliom,petroliom,petroliom,اسم,مذكر,,petroleum,,,بترول,,,,,
`μμπετρολιομ,emmpetroliom,`mmpetroliom,`mmpetroliom,صفة,,,petrolic,,,بترولي,,,,,
ρεϥκαβ `μμπετρολιομ,refkab emmpetroliom,refkab `mmpetroliom,refkab `mmpetroliom,اسم,مذكر,,Petroleum engineer,,,مهندس بترول,,,,,
μετθουϩωτ,metthouhwt,metthouhwt,metthouhwt,اسم,مؤنث,,aeronavigation,,,ملاحة جوية,,,,,
θουϩωτ,thouhwt,thouhwt,thouhwt,فعل,,,aeronavigate,,,يقوم بالملاحة الجوية,,,,,
`νθουϩωτ,enthouhwt,`nthouhwt,`nthouhwt,صفة,,,Aeronautical,,,متعلق بالملاحة الجوية,,,,,
Ρεϥκαβ `νθουϩωτ,refkab enthouhwt,refkab `nthouhwt,refkab `nthouhwt,اسم,مذكر,,Aeronautical engineer,,,مهندس ملاحة جوية,,,,,
μετςιϯ,met-siti,metsiti,metsiti,اسم,مؤنث,,Agriculture,,زراعة,,,,,,
μετϭο ,mettsho ,mettsho ,mettsho ,اسم,مؤنث,,cultivation,,زراعة,,,,,,
ρεϥκαβ `μμετςιϯ,refkab emmettsho,refkab `mmettsho,refkab `mmettsho,اسم,مذكر,,Agricultural engineer,,,مهندس زراعي,,,,,
`νςηνιωνϧ,ensyniwnkh,`nsyniwnkh,`nsyniwnkh,صفة,,,Biomedical,,طب حيوي,,,,,,
ρεϥκαβ `νςηνιωνϧ,refkab ensyniwnkh,refkab `nsyniwnkh,refkab `nsyniwnkh,اسم,مذكر,,Biomedical engineer,,,مهندس طب حيوي,,,,,
ςαιεβ,saieb,saieb,saieb,اسم,مذكر,,technician,,فني,تقني ,,,,,
ρεϥιεβ,refieb,refieb,refieb,اسم,مذكر,,technologist,,فني,تقني ,,,,,
Ρεϥιεβ `μμετρεϥκαβ,refieb emmetrefkab,refieb `mmetrefkab,refieb `mmetrefkab,اسم,مذكر,,Engineering technologist,,,تقني هندسة,,,,,
`νχαικοτ,en-qaikot,`nqaikot,`nqaikot,صفة,,,Environmental,,,بيئي,,,,,
ρεϥκαβ `νχαικοτ,refkab en-qaikot,refkab `nqaikot,refkab `nqaikot,اسم,مذكر,,Environmental engineer,,,مهندس بيئي,,,,,
`νϫοι,engoi,`ngoi,`ngoi,صفة,,,Naval,related to ship,متعلق بالسفن,,,,,,
ϫομ `μ`φιομ,gom em ef iom,gom `m ph iom,gom em eph iom,اسم,مؤنث,,Navy,سلاح البحرية,بحرية,,,,,,
μετϩωτ,met-hot,methwt,methwt,اسم,مؤنث,,Navigation,,ملاحة,,,,,,
`μ`φιομ,em-eph-iom,`m`phiom,`m`phiom,صفة,,,maritime,,بحري ,,,,,,
αφεκωτ `νϫοι,aphekot engoi,aphekwt `ngoi,aphekwt `ngoi,اسم,مذكر,,Naval architect,,,مهندس سفن ، بحري,,,,,
ρεϥςοϭνι,refsotshni,refsotshni,refsotshni,اسم,مذكر,,consultant,,مستشار,,,,,,
μετςοϭνι,metsotshni,metsotshni,metsotshni,اسم,مؤنث,,consultation,,استشارة,مشورة,,,,,
ϫινςοϭνι,ginsotshni,ginsotshni,ginsotshni,اسم,مذكر,,consulting,,استشارة,,,,,,
ρεϥςοϭνι `μμετςιϯ,/refsotshni/ /em-metsiti/,refsotshni `mmettsho,refsotshni `mmetsiti,اسم,مذكر,,Agricultural consultant,,,مستشار زراعي,,,,,
ρεϥεμι `μμετςιϯ,/refemi/ /em-met-siti/,refemi `mmetsiti,refemi `mmetsiti,اسم,مذكر,,Agricultural scientist,,,عالم زراعي,,,,,
ρεϥερμανεϣϣην,/ref-er-man-eshshyn/,refermaneshshyn,refermaneshshyn,اسم,مذكر,,Forester,,,متخصص غابات,,,,,
μανϫινιρι,/man-gin-iri/,manginiri,manginiri,اسم,مذكر,,laboratory,,,معمل,,,,,
ρεϥεμι `μμαϫινιρι `νϯφαϧρι,/refemi/ /em-ma-gin-iri/ /en-ti-phakhri/,refemi `mmaginiri `ntiphakhri,refemi `mmaginiri `ntiphakhri,اسم,مذكر,,Medical laboratory scientist,,,,عالم معمل طبي,,,,
ρεϥωνϧ ,/refonkh/ ,refwnkh ,refwnkh ,اسم,مذكر,,animal,حيوان,,,,,,,
ρεϥτεβνη,/ref-tebny/,reftebny,reftebny,اسم,مذكر,,Veterinarian,,بيطري,,,,,,
ρεϥωνι,/ref-oni/,refwni,refwni,اسم,مذكر,,Metallurgist,,أخصائي معادن,,,,,,
ςαμετμεςιο,/sa-met-mesio/,sametmesio,sametmesio,اسم,مذكر,,Physicist,,فيزيقي,,,,,,
μαν`ϧροϯ,/man-ekhroti/,man`khroti,man`khroti,اسم,مذكر,,nursery,حضانة,,,,,,,
ρεϥϯ`ςβω `ν`ϧροϯ,/ref-ti-esbw/ /en-ekhroti/,refti`sbw `n`khroti,refti`sbw `n`khroti,اسم,مذكر,,Early childhood teacher,,,مدرس حضانة,,,,,
ανζηβ `νϫινερϩητς,/anzyb/ /en-gin-erhyts/,anzyb `nginerhyts,anzyb `nginerhyts,اسم,مؤنث,,primary school,,,مدرسة ابتدائي,,,,,
`μμετ`ςναυ,/em-met-esnau/,`mmet`snau,`mmet`snau,صفة,,,Secondary,ثانوي,,,,,,,
ανζηβ `μμετ`ςναυ,/anzyb/ /em-met-esnau/,anzyb `mmet`snau,anzyb `mmet`snau,اسم,مؤنث,,Secondary school,,,مدرسة ثانوي,,,,,
ρεϥϯ`ςβω `νανζηβ `μμετ`ςναυ,/ref-ti-esbw/ /en/anzyb /em-met-es-nau/,refti`sbw `nanzyb `mmet`snau,refti`sbw `nanzyb `mmet`snau,اسم,مذكر,,Secondary school teacher,,,مدرس ثانوي,,,,,
ανζηβ `μμηϯ,anzyb em-myti,anzyb `mmyti,anzyb `mmyti,اسم,مؤنث,,preparatory school,,,مدرسة أعدادي,,,,,
ρεϥϯ`ςβω `νανζηβ `μμηϯ,/ref-ti-esbw/ /en-anzyb/ /em-myti/,refti`sbw `nanzyb `mmyti,refti`sbw `nanzyb `mmyti,اسم,مذكر,,preparatory school teacher,,,,,,,,
ρεϥςεϣαϣτ,ref-se-shasht,refseshasht,refseshasht,اسم,مذكر,,handicap,,,معاق,,,,,
μετρεϥςεϣαϣτ,met-ref-se-shasht,metrefseshasht,metrefseshasht,اسم,مؤنث,,handicap,,إعاقة,,,,,,
μετερϧαε,meterkhae,meterkhae,meterkhae,اسم,مؤنث,,need,,احتياج,,,,,,
μετθωϣ ,met-tosh ,metthwsh ,metthwsh ,اسم,مؤنث,,special  ,,خاص,محدد,,,,,
`μμετθωϣ,em-met-tosh,`mmetthwsh,`mmetthwsh,صفة,,,special  ,,خاص,محدد,,,,,
ϩανμετερϧαε `μμετθωϣ,han-met-erkhae em-met-tosh,hanmeterkhae `mmetthwsh,hanmeterkhae `mmetthwsh,اسم,جمع,,Special needs,,,احتياجات خاصة,,,,,
ρεϥϯ`ςβω`ν να ϩανμετερϧαε `μμετθωϣ,ref-ti-esbw / en na / han-met-erkhae / em-met-tosh,refti`sbw`n na hanmeterkhae `mmetthwsh,refti`sbw`n na hanmeterkhae `mmetthwsh,اسم,مذكر,,Special needs teacher,,,مدرس ذوي الاحتياجات الخاص,,,,,
ρεϥςεϣαϣτ,ref-se-shasht,refseshasht,refseshasht,اسم,مذكر,,impaired,,,معاق,,,,,
ρεϥϯ`ςβω `νρεϥςεϣαϣτ `νϫινςωτεμ,refti-esbw en-ref-se-shasht en-gin-sotem,refti`sbw `nrefseshasht `nginswtem,refti`sbw `nrefsshasht `nginswtem,اسم,مذكر,,Teacher of the hearing impaired,,,,,,,,
ρεϥϯ`ςβω `νρεϥςεϣαϣτ `νϫινναυ,reftiesbw en-refse-shasht en-gin-nau,refti`sbw `nrefseshasht `nginnau,refti`sbw `nrefsshasht `nginnau,اسم,مذكر,,Teacher of the sight impaired,,,,,,,,
ϯ `ςβω `μμετθωϣ,ti esbw em-met-tosh,ti `sbw `mmetthwsh,ti `sbw `mmetthwsh,اسم,مؤنث,,Special education,,,,تعليم ذو طبيعة خاصة,,,,
ρεϥϯ`ςβω `νϯ `ςβω `μμετθωϣ,ref-ti-esbw enti esbw em-met-tosh,refti`sbw `nti `sbw `mmetthwsh,refti`sbw `nti `sbw `mmetthwsh,اسم,مذكر,,Special education teachers,,,,,,,,
θωϣιαβ,tosh-iab,thwshiab,thwshiab,فعل,,,Make diagnosis,,يشخص مرض,,,,,,
ϫινθωϣιαβ,gin-tosh-iab,ginthwshiab,ginthwshiab,اسم,مذكر,,diagnosis,,تشخيص,,,,,,
`νϫινθωϣιαβ,en-gin-tosh-iab,`nginthwshiab,`nginthwshiab,صفة,,,diagnostic,,تشخيصي,,,,,,
μετιερϩε,met-ierhe,metierhe,metierhe,اسم,مؤنث,,radiation,,إشعاع,,,,,,
εριερϩε,er-ierhe,erierhe,erierhe,فعل,,,radiate,,يشع,,,,,,
`μμετιερϩε,em-met-ierhe,`mmetierhe,`mmetierhe,صفة,,,radioactive,,مشع,,,,,,
ςαιερϩε,sa-ierhe,saierhe,saierhe,اسم,مذكر,,radiographer,,فني أشعة,,,,,,
ϫινθωϣιαβ`νϯφαϧρι,gin-tosh-iab-enti-phakhri,ginthwshiab `ntiphakhri,ginthwshiab`ntiphakhri,اسم,مذكر,,Medical diagnosis,,تشخيص طبي,,,,,,
Σαιερϩε `νϫινθωϣιαβ`νϯφαϧρι,sa-ierhe en-gin-tosh-iab-enti-phakhri,saierhe `nginthwshiab`ntiphakhri,saierhe `nginthwshiab`ntiphakhri,اسم,مذكر,,Medical diagnostic radiographer,,,,,فني أشعة تشخيصية طبية,,,
μετραςϯ,metrasti,merasti,metrasti,اسم,مؤنث,,future,مستقبل,,,,,,,
ϩετεπ,hetep,hetep,hetep,اسم,مذكر,,peace,سلام,,,,,,,
ςανεςμη,sanesmi,sanesmi,sanemi,اسم,مذكر,,Sonographer,,فني موجات صوتية,فني سونار,,,,,
