key	key_word	key_deriv	pos	word	type	en	crum
3772	205	0	5	mntJ.	-	desolation /$gk: ερημωσις$/	746a
3773	205	0	6	kw nJ.	-	make desert	746a
3774	205	0	7	T nJ.	-	(sim)	746a
3775	205	0	8	Swpe nJ.	-	become desert	746a
3776	205	0	9	r J.	-	be desert, abandoned /$gk: ερημουν$/	746a
8205	205	3776	10	^^^ e-	-	to	746a
8206	205	3776	11	^^^ ebol Hn-	-		746a
							
4858	206	0	1		HEADER	With following preposition:	419b
4859	206	4858	2	^^ e-	-	send to	419b
4860	206	4858	3	^^ erat= n-	-	to	419b
4861	206	4858	4	(S) ^^ eJn-	-	upon	419b
4862	206	4858	5	^^ mn-	-	with, by	419b
4863	206	4858	6	(S,A,L,F) ^^ n- *^dat^*	-		419b
4864	206	4858	7	(S) ^^ nsa-	-	send after, summon	419b
4865	206	4858	8	(S) ^^ Sa-	-	to	420a
4866	206	0	9		HEADER	With following adverb:	420a
4867	206	4866	10	(S) ^^ ebol	-	send forth	420a
6628	206	4867	11	(L) ^^^ *^[abal]^* n-	-	forth from	420a
6629	206	4867	12	(S) ^^^ *^[ebol]^* Hn-	-	(sim)	420a
4868	206	4866	13	(S) ^^ eHoun	-	in	420a
4869	206	4866	14	(S) ^^ eHrai	-	up	420a
2283	206	0	15	(S) Gint.	-	sending, mission	420a
							
1473	209	0	1	(S,B) ^^	noun male	service /$gk: λειτουργια$/ | ordination	279a
1474	209	0	2	(S,B,F) reFp.,reFf.	-	servant /$gk: λειτουργος$/	279a
1475	209	0	3	(B) Jinf.	-	service /$gk: λειτουργια$/	279a
1476	209	0	4	(S) paSne (B) faSni	noun female	service /$gk: λειτουργια$/ | ordination	279a
1477	209	0	5	(S) paSnes	noun female	ordination /*?*/	279a
1478	209	0	6	(B) foSneF	noun male	ordination	279a
							
1230	210	0	1	noG nn.,niST nn.	-	great, long time	235a
1229	210	0	2	(S) nou	-	(only for periods of day as above)	235a
1231	210	0	3	(B) kouJi nn.	-	little time	235a
1232	210	0	4	(S) r n.	-	be time	235b
1233	210	0	5	(S,F) tn. (S) tnnau (B) nqn. (S,F) ntn.	-	when? /$gk: ποτε;$/	235b
							
2592	211	0	1	(S) Gis ..ou.	-	half-hour /$gk: ημιωριον$/	484b
2593	211	0	2	(S,F) nte..ou.,nteunou (L) nt..ou. (B) nT..ou.	-	on the instant, forthwith /$gk: παραχρημα, παραυτικα, ευθεως$/	484b
2594	211	0	3	(S) Hnte..ou.,Hnteunou (A) Qnt..ou. (L) Hnt..ou. (B) KenT..ou. (O) exenti..ou.	-	(as last)	484b
2595	211	0	4	(S) pros te..ou. (A) pros t..ou. (B) pros ou..ou.	-	for an hour	484b
2596	211	0	5	(S,L) reFka ..ou. (B) reFxa ..ou.	-	astrologer, caster of horoscopes /$gk: αστρολογος$/	485a
2597	211	2596	6	mntr.,metr.	-	diviner's art	485a
2598	211	0	7	(S,F) tenou (S,A,L,B,F) Tnou	-	now /$gk: νυν$/	485a
2599	211	2598	8	(S,A,L,F) t. Ge,T. Ge	-	so now /$gk: και νυν, νυν ουν$/	485a
2600	211	2598	9	(S) et.,nt.	-	(as [t.])	485a
2601	211	2598	10	(S,F) Sat., (B) SaT.	-	till now, at present /$gk: αχρι νυν$/	485a
2602	211	2598	11	(S) Jint.,nJint. (A) Jnt. (L) JnnT. (B) isJenT.	-	from now /$gk: ηδη, ετι$/	485a
							
422	212	0	1	(S) epitn	noun	(as nn)	88a
							
4265	213	0	1		HEADER	intr :	108a
4266	213	4265	2		HEADER	With following preposition:	108b
4267	213	4266	3	(S,B) ^^ e-	-		108b
4268	213	4266	4	(S,A,B) ^^ Hn-,^^ Ken-	-		108b
4269	213	4266	5	(S) ^^ eJn-	-		108b
4270	213	4266	6	(B) ^^ nsa-	-		108b
4271	213	4266	7	(S,B) ^^ HiJn-	-		108b
4272	213	4265	8		HEADER	With obj	108b
4273	213	4272	9	(S,B) ^^^ e-	-	move, touch, make sign to /$gk: κινειν, σαλευειν, σειειν$/	108b
4274	213	0	10		HEADER	tr :	108b
4275	213	4274	11		HEADER	With following preposition:	109a
4276	213	4275	12	(S) ^^ e-	-	(/*hostile*/)	109a
4277	213	4275	13	(S,B) ^^ ebol Hn-	-		109a
4278	213	4275	14	(S,B) ^^ eJn-	-		109a
498	213	0	15	(S,B) ^^	noun male	movement /$gk: κινησις$/	109a
499	213	0	16	(S,B) atk.	adjective	immovable /$gk: αμετακινητος$/	109a
500	213	0	17	(S,B) Gink.,Jink.	noun male/female	movement	109a
501	213	0	18	(S,A) kmto (S) kmtw *^<a href=ext Life of Bishop Pisentius;1053;8;9;ntauanalambane mmoF Hn ouHarma n kwHt mn oukmtw e Hrai e tpe">Ext</a>^* (B) kemto"	noun male	(always = B [monmen]), moving of the earth, earthquake /$gk: σεισμος, σαλος$/	109a
							
1815	216	0	1	(S) ats.	-	without form /$gk: αμορφος$/	341b
1816	216	0	2	(S,B,F) eire ns.,o ns.	-	have appearance, be like, be pattern /$gk: ειναι ως, ομοιουσθαι$/	341b
1817	216	0	3	(S) T s.	-	give form (c [e-]) /$gk: τυπουν$/	342a
1818	216	0	4	(S,A,B,F) Ji s.,Gi s.	-	become, be like /$gk: ομοιουσθαι$/	342a
8786	216	0	5	(S,NH) nke smot,nGe smot *^<a href=ext codex II - The Gospel of Thomas;107;43;19;nkesmot FnaSas an;Philippians | Sah;11;3;15;Hwb nim etetnameeue eroF nGesmot;I Timothy | Sah;15;5;25;neto nkesmot naSHwp an">Ext</a>^*"	-	(adverbially), by another way, differently /$gk: αλλως$/	0a
							
2590	217	0	1	at..ou.	-	not passing by, away	483b
							
7351	218	0	1	^^^ e-	-	stranger to	565b
7352	218	0	2	^^^ naHrn-	-	(sim)	565b
2981	218	0	3	(S,B) epS.	-	to strange parts, abroad, (with vb) go /$gk: αποδημειν$/	566a
2982	218	0	4	(S,B) HipS.	-	in strange parts, abroad	566a
2983	218	0	5	(S) HmpS.	-	(as last)	566a
2984	218	0	6	(S,F) para pS.	-	(meaning doubtful)	566a
2985	218	0	7	(S,B,F) mntS.,metS.	-	condition of stranger, strangeness /$gk: επαλλοτριωσις, ξενιτεια$/	566a
2986	218	2985	8	Hnoum.	-	/$gk: αλλοτριως$/	566a
2987	218	0	9	(S,A,B,F) maiS.	-	loving strangers, hospitable /$gk: φιλοξενος$/	566a
2988	218	2987	10	mntm.,metm.	-	hospitality /$gk: φιλοξενια$/	566a
2989	218	2987	11	r m.,er m.	-	/$gk: ξενιζειν$/	566a
2990	218	0	12	(S,A,L,B,F) r nS.,o nS.	-	become, be stranger /$gk: επαλλοτριουν$/	566a
7353	218	2990	13	^^^ e-	-	estranged from	566a
7354	218	2990	14	^^^ n-	-	(as last)	566a
7355	218	2990	15	(B) ^^^ ebol Ha-	-	from	566b
							
2672	219	0	1	(S,F) pe..ou. etmmau	-	at that time /$gk: τοτε$/	499b
2688	219	0	2		HEADER	With preceding preposition:	499b
6995	219	2688	3	(S) e^^	-	at a (/*certain*/) time	499b
6996	219	2688	4	(S) eis ^^	-	since	499b
6997	219	2688	5	(S) mn^^,nsa^^	-	after	499b
6998	219	2688	6	(S,Sf,A,L,F) n^^	-	in, during	499b
2673	219	2688	7	n..ou. nim	-	everytime, always /$gk: δια παντος, παντοτε$/	499b
2674	219	2688	8	mpi..ou.	-	at this time, now /$gk: νυν$/ | at that time, formerly /$gk: ποτε$/	499b
2675	219	2688	9	mpe..ou.	-	(as last) /$gk: ποτε, παλαι$/	499b
2676	219	2688	10	nou..ou.,n..ou.	-	on a time (/*past*/) /$gk: ποτε$/	499b
2677	219	2688	11	(S) Sa..ou.	-	until, during, later on	500a
2678	219	2688	12	(S) Haqh ..ou.	-	before	500a
2679	219	2688	13	(S) Hmp$^e^$..ou.	-	in	500a
2680	219	2688	14	(S) Jinp$^e^$..ou.	-	since, from	500a
2681	219	2688	15	(S) kata ..ou.	-	from time to time	500a
2682	219	2688	16	(S) para p..ou.	-	beyond	500a
2683	219	2688	17	(S,L,F) pros ..ou.	-	for, during	500a
2684	219	0	18	(S) at..ou.	-	without time, ill-timed	500a
2685	219	0	19	(S,L,F) r ..ou.	-	spend time	500a
2686	219	0	20	(S) He ep..ou.	-	find time /$gk: ευκαιρειν$/	500a
2687	219	0	21	(S) Gm p..ou.	-	(as last)	500a
							
991	220	0	1	(S) Snm.,Shn mm.,Shmm. (B) Senm.	noun male	mother's child	197a
992	220	0	2	(B) m. mmoni	-	nursing mother, nurse	197a
993	220	0	3	(S) mntmaim.	-	love for mother	197a
994	220	0	4	(S,B,F) atm.	adjective	without mother /$gk: αμητωρ$/	197a
995	220	0	5	(S) r m.	-	be mother	197b
996	220	0	6	(S,B) ^^	noun female	caul, afterbirth /$gk: χοριον$/	197b
							
6589	221	0	1		HEADER	With following preposition:	410b
6590	221	6589	2	(S) ^^^ e-	-	(obj) | with	410b
6591	221	6589	3	^^^ mn-	-		410b
6592	221	6589	4	^^^ n-	-	with, by	410b
6593	221	6589	5	^^^ Hn-,^^^ Ken-	-	(as last)	410b
2235	221	0	6	(S,A,L,B) ^^	noun male	stain, pollution /$gk: μολυσμος, ρυπος$/	411a
2236	221	2235	7	T t.	-	give stain	411a
2237	221	0	8	(S,A,B) att.,atq.	-	stainless, unpolluted /$gk: αμολυντος, αφθορος, αμιαντος$/	411a
							
4827	222	0	1		HEADER	With following preposition:	399b
4828	222	4827	2	(S,B) ^^ e-	-	pure from |$ {intr:} |$ {tr:} |$$ |$$ for	399b
4829	222	4827	3	(S,B) ^^ n-	-	cleanse, be pure for	400a
4830	222	4827	4	(B) ^^ Ha-	-	from	400a
4831	222	4827	5	(S,A,B,F) ^^ Hn-,^^ Ken-	-	by (agent)	400a
6510	222	4827	6	(S,A,B,F) ^^^ ebol Hn-	-	be pure from	400a
6511	222	4827	7	(S,A,B,F) ^^^ Hrai Hn-,^^^ eKrai Ken-	-		400a
4832	222	0	8		HEADER	With following adverb:	400a
6512	222	4832	9	(S) ^^^ ebol	-	(emphatic of [t.])	400a
2189	222	0	10	(S,A,L,B,F) ^^	noun male	purity, purification /$gk: καθαριοτης$/	400a
2190	222	0	11	(B) att.	-	impure /$gk: ανοσιος$/	400a
2191	222	0	12	(S,L,B,F) ma nt.	-	place of purifying /$gk: αγιαστηριον$/	400a
2192	222	0	13	(B) mett.	-	purity	400a
2193	222	0	14	(S,B) Gint.,Jint.	-	purification	400a
							
5450	223	0	1		HEADER	With following preposition:	837a
5451	223	5450	2	^^ e-	-	at, to	837a
5452	223	5450	3	^^ eJn-,^^ eJen-	-		837b
5453	223	5450	4	(B) ^^ n-	-	toward	837b
5454	223	5450	5	(S,B) ^^ nsa-	-	after, at	837b
5455	223	5450	6	(L) ^^ oube-	-		837b
5456	223	5450	7	(S) ^^ Ha-	-		837b
5457	223	5450	8	(S) ^^ Hn-	-	(instr) | in	838a
5458	223	5450	9	(S) ^^ Hht=	-	toward	838a
5459	223	5450	10	^^ HaJn-,^^ KaJen-	-		838a
5460	223	5450	11	(B) ^^ HiJen-	-		838a
5461	223	0	12		HEADER	With following adverb:	838a
5462	223	5461	13	^^ ebol	-	/$gk: οραν, διακαρτερειν$/ | (as nn m S) /$gk: προσδοκια, σκοπια, αποκαραδοκια$/	838a
8819	223	5462	14	^^^ *^[ebol]^* e-	-		838a
8820	223	5462	15	^^^ *^[ebol]^* eJn-	-		838a
8821	223	5462	16	^^^ *^[ebol]^* mn-	-		838a
8822	223	5462	17	^^^ *^[ebol]^* n-	-		838a
8823	223	5462	18	^^^ *^[ebol]^* nsa-	-		838a
8824	223	5462	19	^^^ *^[ebol]^* Ha-	-		838a
8825	223	5462	20	^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	-		838a
8826	223	5462	21	(S) ^^^ *^[ebol]^* Hht= (B) ^^^ *^[ebol]^* KatHh	-		838a
8827	223	5462	22	^^^ *^[ebol]^* Hitn-	-		838a
8828	223	5462	23	^^^ *^[ebol]^* HaJn- *^once^*,^^^ *^[ebol]^* KaJen-	-		838b
8829	223	5462	24	(S) ^^^ *^[ebol]^* HiJn-	-		838b
5463	223	5461	25	^^ epesht	-		838b
5464	223	5461	26	(B) ^^ epSwi	-		838b
5465	223	5461	27	^^ epaHou,^^ efaHou	-		838b
5466	223	5461	28	^^ eHoun,^^ eKoun	-		838b
5467	223	5461	29	^^ eHrai,^^ eKrai	-	down	838b
5468	223	5461	30	^^ eHrai	-	up	838b
4085	223	0	31	^^	noun male	look, glance	838b
4086	223	0	32	(B) atJ.	-		838b
4087	223	0	33	ma nG.,ma nJ.	-	look-out place	839a
4088	223	0	34	reFG.	-	one who sees /$gk: ορατης$/	839a
4089	223	0	35	GinG.,JinJ.	-		839a
							
5078	224	0	1		HEADER	With following preposition:	544b
5079	224	5078	2	(S,A,B,F,O) ^^ e-	-	go to	544b
7262	224	5078	3	^^^ emau	-	thither	545a
7263	224	5078	4	^^^ erat=	-	to	545a
7264	224	5078	5	^^^ eHren-	-	toward	545a
5080	224	5078	6	^^ eJen-	-	on to	545a
5081	224	5078	7	^^ nsa-	-	after	545a
5082	224	5078	8	^^ samenHe	-	after	545a
5083	224	5078	9	(B,F) ^^ Sa-	-	to	545a
5084	224	5078	10	^^ Ka-	-	beneath	545a
5085	224	5078	11	^^ Katen-	-	up to	545a
5086	224	5078	12	^^ Ha-	-	to	545a
5087	224	5078	13	^^ Hi-	-	on	545a
5088	224	5078	14	(S,B,F) ^^ Hn-,^^ Ken-	-	in	545a
5089	224	5078	15	^^ Hiren-	-	to	545a
5090	224	0	16		HEADER	With following adverb:	545a
5091	224	5090	17	(S,L,B) ^^ ebol	-	go forth	545a
7265	224	5091	18	(S,B) ^^^ *^[ebol]^* e-	-		545a
7266	224	5091	19	^^^ *^[ebol]^* eHren-	-		545a
7267	224	5091	20	^^^ *^[ebol]^* n-	-		545a
7268	224	5091	21	^^^ *^[ebol]^* Ha-	-		545a
7269	224	5091	22	^^^ *^[ebol]^* Hi-	-		545b
7270	224	5091	23	^^^ *^[ebol]^* HiJen-	-		545b
5092	224	5090	24	^^ sabol n-	-	go forth from	545b
5093	224	5090	25	(B,F) ^^ epesht	-	go down /$gk: καταβαινειν$/	545b
5094	224	5090	26	^^ epSwi	-	go up /$gk: αναβαινειν$/	545b
5095	224	5090	27	(S,Sa,L,B,F) ^^ eHoun,^^ eKoun	-	go in	545b
5096	224	5090	28	^^ eKrhi e-	-	go down to	545b
5097	224	5090	29	(B,F) ^^ eHrhi	-	go up /$gk: αναβαινειν$/	545b
							
3275	225	0	1	taite qe (S) qe te taei *^<a href=ext Gospel of Judas;824;8;4;qe te taei etFnar xrasqai mparan;Gospel of Judas;824;16;15;qe te taei ntaFtamio mpkeseepe nnaiwn mpouoin">Ext</a>^*"	-	this is the way, thus	639a
3276	225	0	2	teiHe,taiK.	-		639a
3277	225	0	3	oun qe	-	there is a way, it is possible	639a
3278	225	0	4	mn qe	-	there is not a way	639a
3279	225	0	5	nqe n-	-	in manner of, even as /$gk: ως, ωσει$/ |$ (iterated) |$ ([nqe] before prep or advb) /$gk: ως$/ |$ (without preceding [n-]) /$gk: ως, ωσπερ$/	639a
3280	225	0	6	nteiHe	-	in this way, thus, of this sort /$gk: ουτως, τοσουτος$/ | (without [n-]) | (+ [thrs] S,B), so greatly, so much (/*mostly in question*/) | (+ [Haplws] S,B), merely thus | (+ [Shm])	639a
3281	225	0	7	aS nHe	-	of what sort /$gk: ποταπος$/	639b
3282	225	0	8	kata qe	-	even as, like /$gk: καθως$/	639b
3283	225	0	9	kata teiHe	-	in this way, likewise	639b
3284	225	0	10	pros qe	-	according, as /$gk: ειναι ως$/	639b
7658	225	0	11	r qe	-	make, be like /$gk: ειναι ως$/	639b
3285	225	0	12	T qe	-	give means	640a
3286	225	0	13	Gn qe	-	find means	640a
3287	225	0	14	Jinqe,Jineqe,Jineqh *^once^*,Jin$^e^$nqe	-	from when /*?*/, since	640a
							
8703	226	0	1		HEADER	With following preposition:	842a
8704	226	8703	2	^^^ e-	-		842a
8705	226	8703	3	(L) ^^^ abal n-	-		842a
8706	226	8703	4	^^^ Hn-,^^^ Ken-	-		842a
8707	226	8703	5	(S) ^^^ ebol Hn-	-		842a
4101	226	0	6	(S,L,B) ^^	noun male	inferiority, diminution /$gk: ηττημα, ελαττωσις$/	842a
4102	226	0	7	atG.,atJ.	-	unfailing, undiminished	842b
4103	226	0	8	(B) oi nJ.	-	/$gk: ασθενειν$/	842b
4104	226	0	9	(S) GinG.	-	waning (of moon)	842b
							
3288	227	0	1	(S,A,L) Hht=	-	(c vb go, come,look &c) forward, (fear &c) before	640b
8805	227	3288	2	..Hht.= n-	-		640b
8806	227	3288	3	(S,O) eHht=	-		640b
8807	227	3288	4	(A) nHht=	-		640b
3289	227	0	5	(B) er Hhts	-	make beginning /$gk: αρχειν$/	640b
8808	227	3289	6	^^^ e-	-		641a
8809	227	3289	7	^^^ KaJen-	-		641a
8810	227	3289	8	^^^ n-	-		641a
3290	227	0	9	(S,B,F) eqh	-	to the front, forwards	641a
8803	227	3290	10	(S) Jinmpoou eqh,Jinepoou eqh	-	from to-day forward	641a
8804	227	3290	11	r e.	-	be before	641a
3291	227	3290	12	T e.	-	advance, progress	641a
3292	227	0	13	(S,F) nsaqh (B) satHh	-	before, formerly /$gk: εμπροσθεν$/ | in front | afterward, henceforth	641a
8811	227	3292	14	(B) er s.	-	be before, go to meet	641b
3293	227	0	15	(S,A,L,B,F) Haqh	-	in front of, before /$gk: προ$/	641b
8813	227	3293	16	(F) Haqh-	-		641b
8814	227	3293	17	(S,Sf) H. etre-	-		641b
8815	227	3293	18	H. $^e^$mpats-	-		641b
8812	227	3293	19	(S) HateHh	-	| (with poss) /$gk: προ$/	641b
3294	227	0	20	(S,A,L,B,F) Hiqh	-	to, at front, forward	642a
8816	227	3294	21	(S) r H.	-	be, go before | (as nn)	642a
3295	227	0	22	(S) HiHh	-	(as last)	642a
8817	227	3295	23	r H.	-		642b
3296	227	0	24	(S) JinnHh (B) isJenHh	-	from beginning /$gk: απο, απο τοτε$/	642b
							
6736	228	0	1		HEADER	With following preposition:	455b
6737	228	6736	2	(S,B,F) ^^^ e-	-	assign to, decide for | (verbal), attain to, befall	455b
6750	228	6736	3	^^^ eHrai e-,^^^ eHrhi e-	-	(sim)	456a
6738	228	6736	4	(B,F) ^^^ eJen-	-	set up on	456a
6739	228	6736	5	(S) ^^^ n-	-	attain to	456a
6740	228	0	6		HEADER	With following adverb:	456a
6741	228	6740	7	(S) ^^^ ebol	-		456a
6742	228	6740	8	(S) ^^^ eHoun	-	meet within	456a
6743	228	6740	9	(S) ^^^ eHrai	-		456a
2440	228	0	10	(B) ^^	noun male	setting up, laying hold	456a
2441	228	0	11	(S,B) attaHo=	-	unattainable, incomprehensible	456a
2442	228	2441	12	(S,B) at$^e^$S taHo=	-	(sim)	456a
2443	228	2441	13	mnt..attaHo.=,met..attaHo.=,	-	incomprehensibility	456a
2444	228	0	14	(S,B) reFtaHe-	-	catcher	456a
2445	228	0	15	(S,A,B,F) t. erat=	-	set on feet, make to stand, establish /$gk: ισταναι, ανορθουν$/ | (as nn m S,B), establishment, right order	456a
2446	228	2445	16	Gint.,Jint.	-	establishment	456b
							
8254	229	0	1		HEADER	With following preposition:	761b
8250	229	8254	2	^^^ e-	-		761b
8251	229	8254	3	(B) ^^^ eJen-	-		761b
8252	229	8254	4	(L) ^^^ Hn-	-		761b
8253	229	0	5		HEADER	With preceding preposition:	762a
8255	229	8253	6	e^^	-		762a
8256	229	8253	7	n^^	-		762a
8257	229	8253	8	Sa^^,Ha^^	-		762a
3816	229	0	9	(S,B,F) ^^	noun male	completion, end, total /$gk: τελος, τελειωσις, πληρωμα$/	761b
3817	229	0	10	(S,A,L,B,F) J. ebol	-	(meanings as [J.]) |$ {intr:}  /$gk: τελειν, τελειουν$/ |$ {qual:}  /$gk: τελειος$/ |$ {tr:}  /$gk: τελειν, τελειουν$/	762a
8258	229	3817	11		HEADER	With following preposition:	762b
8259	229	8258	12	^^^ e-	-		762b
8260	229	8258	13	^^^ eJn-	-		762b
8261	229	8258	14	^^^ mn-,^^^ nem-	-		762b
8262	229	8258	15	^^^ n-	-	(dat) | with, of	762b
8263	229	8258	16	^^^ Ha-,^^^ Ka-	-		762b
8264	229	8258	17	^^^ Hn-,^^^ Ken-	-		762b
8265	229	8258	18	^^^ Hrai Hn-,^^^ nKrai Ken-	-		762b
3818	229	3817	19	(S,L,B) ^^	noun male	/$gk: πληρωμα, τελος$/	762b
8266	229	3817	20	(S) reFJ. *^[ebol]^*	-		763a
3819	229	3817	21	GinJ. ebol,JinJ. ebol	-	completion, death	763a
							
6120	230	0	1		HEADER	intr :	323a
6121	230	6120	2	^^^ e-	-	make ready to, for	323b
6122	230	6120	3	^^^ eHoun e-,^^^ eKoun e-	-		323b
6123	230	0	4		HEADER	qual :	323b
6124	230	6123	5	^^^ e-	-	ready to, for	323b
6125	230	6123	6	^^^ eKoun e-	-		323b
6126	230	6123	7	^^^ eJen-	-		323b
6127	230	0	8		HEADER	tr :	323b
6128	230	6127	9	^^^ e-	-	prepare for	323b
6129	230	6127	10	(S,B) ^^^ ebol	-	(as [s.])	323b
1734	230	0	11	(S,A,B,F) ^^	noun male	preparation, things prepared, furniture /$gk: ετοιμασια$/	324a
1740	230	1734	12	r s.,er s.	-	make preparation	324a
1735	230	0	13	(B) ats. (S) atsbiwt=	-	unprovided /$gk: ακατασκευαστος$/	324a
1736	230	0	14	(B) ma ns.	-	place of preparing (or) storing	324a
1737	230	0	15	(S) reFs.	-	preparer	324a
1738	230	0	16	(B) Jins.	-	preparation	324a
							
2622	231	0	1	(S) sous..ou.	-	such & such a day (in dating)	489a
2623	231	0	2	(S) meH..ou.	-	how-many-eth	489a
8985	231	0	3	(S) ..ou.	noun male	(as nn m)	489a
							
3460	232	0	1	(S,B) atH.	-	graceless, thankless /$gk: αχαριστος$/	681a
3461	232	0	2	(S,L,B,F) r H.,er H.	-	give grace, favour	681a
7820	232	3461	3	^^^ eJen-	-		681b
7821	232	3461	4	^^^ mn-,^^^ nem-	-		681b
3462	232	0	5	(S,A,L,B,F) T H.	-	give grace, benefit, be kind	681b
7822	232	3462	6	reF..T H.	-		681b
7823	232	3462	7	mntreF..T H.	-		681b
7824	232	0	8	(S,A,L,B,F) T nH.	-	as a favour, gift	681b
3463	232	0	9	(S,A,L,B,F) S$^e^$p H.	-	give thanks /$gk: ευχαριστειν$/ | (as nn m)	681b
7825	232	3463	10	^^^ ntn-	-	to, (/*lit) at hand of (*/)	681b
7826	232	3463	11	^^^ eJn-	-	for	681b
7827	232	3463	12	^^^ Ha-	-	(as last)	681b
7828	232	3463	13	^^^ HiJen-	-	(as last)	681b
7829	232	3463	14	at..Sp H.	-	thankless	682a
7830	232	3463	15	reF..Sp H.	-		682a
7831	232	3463	16	Jin..Sep H.	-	thanksgiving	682a
3464	232	0	17	(S,A,L,B,F) Ji H.,Gi H.	-	obtain grace, favour	682a
7832	232	3464	18	^^^ etbe-	-	for	682a
7833	232	3464	19	^^^ eJn-	-	(as last)	682a
7834	232	3464	20	^^^ ntn-	-		682a
7835	232	3464	21	^^^ oube-	-	against, over	682a
7836	232	3464	22	^^^ HiJn-	-	(as [eJn-])	682a
3465	232	0	23	(S,A,B) Gn H.,Jem H.	-	find grace	682a
							
2151	233	0	1	(S,L,B) ^^,sJraH,$^s^$GreKt	noun male	quiet, rest /$gk: ησυχια, σιγη$/	389b
2152	233	2151	2	(S) Hnous.	-	(as advb), quietly, at rest	389b
2153	233	0	3	(S) Ji s.	-	be quieted, silenced	389b
							
4397	234	0	1		HEADER	intr :	193b
5630	234	4397	2	^^^ e-	-	(as dat commodi)	193b
5626	234	4397	3		HEADER	qual :	193b
5627	234	5626	4	^^^ e-	-	easy to, to be  /$gk: ευ-$/	194a
5628	234	5626	5	*^impersonal^* smotn	-	it is easy	194a
5629	234	5626	6	^^^ n-	-	(meaning as with [e-])	194a
4398	234	4397	7	(S,B) ^^ eJn-,^^ eJen- (S) ^^ eHrai eJn-	-	rest upon, be satisfied with /$gk: αναπαυεσθαι, παρακαλεισθαι$/	194a
4399	234	4397	8	(S,F) ^^ mn-	-	(meaning same)	194a
4400	234	4397	9	(S) ^^ nHht	-	be at rest, be content | (as nn S,B), rest, satisfaction	194a
966	234	0	10	(S,A,L,B,F) ^^	noun male	rest, ease, relief /$gk: αναπαυσις$/	194b
967	234	0	11	(S) maim.	-	loving ease	194b
968	234	0	12	(S) Hnoum. (B) Kenoum.	-	(as advb), with ease, easily	194b
969	234	0	13	(B) atem.	-	unquiet /$gk: ακαταλλακτος$/	195a
970	234	0	14	(S,B) ma nm.	-	place of resting /$gk: αναπαυσις, αναξυχη$/	195a
971	234	0	15	(S) Ginm.	-	resting, death	195a
972	234	0	16	(S,B) r m.,er m.	-	be, set at rest, ease	195a
973	234	0	17	(S,A,L,B,F) T m.	-	set at ease, content, set a pause	195a
974	234	0	18	(S,F) T epem.	-	become eased	195a
975	234	0	19	(S,B) Ji m.,Gi m.	-	get rest, be at ease	195a
976	234	0	20	(S) motn	noun male	health, ease	195a
977	234	0	21	(S) motnes,motns *^<a href=ext Asketikon of Apa Ephraim;1065;3;5;rSan ouHhke ei e Houn eFSine nsa oumotns enFsooun mmos an;Asketikon of Apa Ephraim;1065;3;23;tnSine nsa tnmotns Hn Hwb nim">Ext</a>^* (Sa,Sf,F) matnes (B) moqnes"	noun female	ease, contentment /$gk: αναπαυσις$/ | satisfaction, equivalent (of debt &c S)	195a
978	234	977	22	(S) T motnes	-	give relief	195b
979	234	977	23	(S) r m.	-	set at ease	195b
980	234	977	24	(S,B) Ji m.,Gi m.	-	get relief, satisfaction	195b
981	234	977	25	(S,B,F) Hnoum.,Kenoum.	-	(as advb), with ease, easily /$gk: ευχερως, ευκολως$/	195b
							
8114	235	0	1		HEADER	With following preposition:	728a
8115	235	8114	2	^^^ e- *^obj^*	-		728a
8116	235	8114	3	^^^ etbe-	-		728b
8117	235	8114	4	^^^ nsa-	-		728b
8118	235	8114	5	^^^ ntn-	-		728b
8119	235	8114	6	^^^ Hn-,^^^ Ken-	-	in | with	728b
3704	235	0	7	(S,B) ^^	noun male	inquiry, question /$gk: εξετασις$/ | inquirer (B)	728b
3705	235	0	8	(S,B) atH.,atK.	-	unfanthomable, unsearchable /$gk: ανεξιχνιαστος, ανεξερευνητος$/	728b
3706	235	0	9	(S,B) reFH.,reFK.	-	inquirer /$gk: εκζετητης$/	728b
3707	235	0	10	(S) GinH.	-	inquiry	728b
							
4906	236	0	1		HEADER	With following preposition:	450a
4907	236	4906	2	(S,A,L,B,F) ^^ e-	verb	decide for, ordain to |$ {intr:} |$ {qual:} destined to, about to |$ {tr:} appoint, destine to	450a
4908	236	4906	3	(S,A,B,F) ^^ eJn-	-	be appointed over, for |$ {intr:} |$ {qual:} |$ {tr:} ordain for, set over	450b
4909	236	4906	4	(S,B,F) ^^ mn-,^^ nem-	-	appoint, decide with	450b
4910	236	4906	5	(S,A,B,F) ^^ n- *^dat^*	-	/$gk: οριζειν, τασσειν$/	450b
4911	236	4906	6	(S) ^^ ntn-	-		451a
4912	236	4906	7	^^ HiJn-	-		451a
2420	236	0	8	(S,A,B,F) ^^ (A) *twwS	noun male	ordinance, destiny, affair, fashion /$gk: ορος, ορισμος, διαταξις, διαταγη$/ | destiny, condition | matter, thing | fashion, manner	451a
2421	236	0	9	(S,B) att.	-	unlimited, immoderate	451b
2422	236	2421	10	mnt..at.,met..at.	-	infinity	451b
2423	236	0	11	(S,B) eire t.,r t.	-	set in order, prepare	451b
2424	236	0	12	(S,B,F) T t.,T nt.	-	give orders, take decision, provide	451b
